surah,verse,verse_id,translation,component_probability_00,component_probability_01,component_probability_02,component_probability_03,component_probability_04,component_probability_05,component_probability_06,component_probability_07,dominant_membership,membership_entropy
5,76,5:76,"Say, ""Do you worship besides Allah that which holds for you no [power of] harm or benefit while it is Allah who is the Hearing, the Knowing?""",1.3312994e-08,0.0031672532,5.0651405e-10,0.00012737048,1.232353e-11,1.4390432e-09,0.9967057,1.1367246e-15,6,0.022658645317271874
5,77,5:77,"Say, ""O People of the Scripture, do not exceed limits in your religion beyond the truth and do not follow the inclinations of a people who had gone astray before and misled many and have strayed from the soundness of the way.""",1.0519464e-11,4.53616e-08,1.1612047e-11,1.6611855e-05,4.214562e-14,6.6539573e-12,0.99998474,2.0296433e-13,6,0.00019884646970991135
5,78,5:78,"Cursed were those who disbelieved among the Children of Israel by the tongue of David and of Jesus, the son of Mary. That was because they disobeyed and [habitually] transgressed.",1.649277e-05,3.4892676e-06,7.955631e-06,0.9999466,2.3535904e-07,2.0899935e-05,1.467507e-13,6.7518567e-06,3,0.0006814804353090101
5,79,5:79,They used not to prevent one another from wrongdoing that they did. How wretched was that which they were doing.,4.4773213e-12,2.1532913e-09,3.0424585e-10,0.9958278,0.00022419888,1.1036975e-10,1.413147e-12,0.003944358,3,0.02788135162465121
5,80,5:80,"You see many of them becoming allies of those who disbelieved. How wretched is that which they have put forth for themselves in that Allah has become angry with them, and in the punishment they will abide eternally.",5.521915e-08,0.9993746,4.661869e-09,0.0006225402,1.3070676e-11,4.634658e-06,3.1005675e-13,3.6757044e-18,1,0.00527851799922006
5,81,5:81,"And if they had believed in Allah and the Prophet and in what was revealed to him, they would not have taken them as allies; but many of them are defiantly disobedient.",3.99687e-11,0.9982811,3.1508518e-11,0.0017168768,7.2902173e-09,3.4103746e-07,2.1091452e-11,1.7737725e-15,1,0.012654398858046312
5,82,5:82,"You will surely find the most intense of the people in animosity toward the believers [to be] the Jews and those who associate others with Allah; and you will find the nearest of them in affection to the believers those who say, ""We are Christians."" That is because among them are priests and monks and because they are not arrogant.",2.370166e-09,0.98325783,2.1707096e-09,0.01674338,4.5348454e-08,2.2397105e-08,7.83974e-12,1.1370223e-10,1,0.08507876448430093
5,83,5:83,"And when they hear what has been revealed to the Messenger, you see their eyes overflowing with tears because of what they have recognized of the truth. They say, ""Our Lord, we have believed, so register us among the witnesses.",7.5709494e-08,0.0005012317,9.729931e-09,0.99949664,1.3483561e-06,1.3595833e-08,6.7677264e-10,6.306902e-07,3,0.004340725205823482
5,84,5:84,"And why should we not believe in Allah and what has come to us of the truth? And we aspire that our Lord will admit us [to Paradise] with the righteous people.""",1.7854835e-07,0.9964472,1.2552919e-06,0.003542531,1.5157516e-10,7.055347e-06,1.8752482e-10,3.3936974e-15,1,0.023640200894541722
5,85,5:85,"So Allah rewarded them for what they said with gardens [in Paradise] beneath which rivers flow, wherein they abide eternally. And that is the reward of doers of good.",1.1326425e-08,0.010069965,3.5992834e-08,0.9899269,2.4604657e-11,1.6888432e-08,8.141402e-14,1.2284083e-07,3,0.05632899672211728
5,86,5:86,But those who disbelieved and denied Our signs - they are the companions of Hellfire.,0.21257631,0.017318157,3.9120815e-10,0.77010924,1.2874325e-10,3.6187467e-10,2.9121627e-10,1.4730801e-08,3,0.6005776019712906
5,87,5:87,"O you who have believed, do not prohibit the good things which Allah has made lawful to you and do not transgress. Indeed, Allah does not like transgressors.",4.87869e-08,0.99094695,5.3398335e-06,0.009037444,1.2818746e-11,1.0028243e-05,1.3418169e-09,3.7112048e-13,1,0.05172668791132219
5,88,5:88,"And eat of what Allah has provided for you [which is] lawful and good. And fear Allah, in whom you are believers.",9.6044745e-09,0.5771153,2.8371623e-08,0.42288107,4.878108e-10,1.0360154e-06,2.9797702e-08,7.170984e-08,1,0.681223195756678
5,89,5:89,"Allah will not impose blame upon you for what is meaningless in your oaths, but He will impose blame upon you for [breaking] what you intended of oaths. So its expiation is the feeding of ten needy people from the average of that which you feed your [own] families or clothing them or the freeing of a slave. But whoever cannot find [or afford it] - then a fast of three days [is required]. That is the expiation for oaths when you have sworn. But guard your oaths. Thus does Allah make clear to you His verses that you may be grateful.",3.49031e-11,0.034925234,7.792509e-05,0.7156225,2.3188222e-10,0.2493759,4.7523114e-09,1.204369e-06,3,0.703692756306121
5,90,5:90,"O you who have believed, indeed, intoxicants, gambling, [sacrificing on] stone alters [to other than Allah], and divining arrows are but defilement from the work of Satan, so avoid it that you may be successful.",8.811389e-06,0.10438848,1.3624596e-08,0.8956012,7.878035e-09,7.6922866e-08,8.307099e-09,4.3150666e-07,3,0.33473968408331506
5,91,5:91,Satan only wants to cause between you animosity and hatred through intoxicants and gambling and to avert you from the remembrance of Allah and from prayer. So will you not desist?,1.7455624e-05,0.94942844,1.0391005e-10,0.05055143,7.309982e-11,3.1809264e-09,2.2428717e-10,8.514763e-12,1,0.20034610351151066
5,92,5:92,And obey Allah and obey the Messenger and beware. And if you turn away - then know that upon Our Messenger is only [the responsibility for] clear notification.,1.0310659e-09,0.9933503,1.2681552e-09,0.0066469605,1.1459276e-09,8.381967e-09,8.1973707e-07,2.8251997e-13,1,0.03996440150621274
5,93,5:93,"There is not upon those who believe and do righteousness [any] blame concerning what they have eaten [in the past] if they [now] fear Allah and believe and do righteous deeds, and then fear Allah and believe, and then fear Allah and do good; and Allah loves the doers of good.",1.179401e-11,0.00014737352,1.9026376e-09,0.01816562,6.698599e-13,0.9816838,6.012358e-12,3.6459522e-07,5,0.09226496930137748
5,94,5:94,"O you who have believed, Allah will surely test you through something of the game that your hands and spears [can] reach, that Allah may make evident those who fear Him unseen. And whoever transgresses after that - for him is a painful punishment.",2.8806338e-07,0.6802208,2.8705202e-07,0.31976432,6.400481e-07,1.2539621e-05,3.0353056e-10,1.4918899e-07,1,0.626862509370524
5,95,5:95,"O you who have believed, do not kill game while you are in the state of ihram. And whoever of you kills it intentionally - the penalty is an equivalent from sacrificial animals to what he killed, as judged by two just men among you as an offering [to Allah] delivered to the Ka'bah, or an expiation: the feeding of needy people or the equivalent of that in fasting, that he may taste the consequence of his deed. Allah has pardoned what is past; but whoever returns [to violation], then Allah will take retribution from him. And Allah is Exalted in Might and Owner of Retribution.",9.483541e-07,0.00044315626,2.0502846e-09,0.97805053,1.0548613e-08,0.020874234,8.6055496e-10,0.00063418207,3,0.1105790814132124
5,96,5:96,"Lawful to you is game from the sea and its food as provision for you and the travelers, but forbidden to you is game from the land as long as you are in the state of ihram. And fear Allah to whom you will be gathered.",6.95153e-06,4.4926796e-07,8.0904426e-14,0.2582083,3.584704e-08,7.3655405e-12,6.45603e-12,0.741783,7,0.5712703287451829
5,97,5:97,"Allah has made the Ka'bah, the Sacred House, standing for the people and [has sanctified] the sacred months and the sacrificial animals and the garlands [by which they are identified]. That is so you may know that Allah knows what is in the heavens and what is in the earth and that Allah is Knowing of all things.",6.0524974e-10,3.2425297e-07,6.7617765e-07,0.9964587,2.6166382e-09,2.3120186e-12,5.015778e-12,0.0035413962,3,0.023534457336487867
5,98,5:98,Know that Allah is severe in penalty and that Allah is Forgiving and Merciful.,1.2845382e-10,0.0011667153,7.7903013e-07,0.9950608,1.4743042e-10,0.00067241036,0.0030978995,7.571733e-07,3,0.035636478583981765
5,99,5:99,Not upon the Messenger is [responsibility] except [for] notification. And Allah knows whatever you reveal and whatever you conceal.,3.1266623e-13,0.014959171,5.728672e-07,0.98502237,3.5425825e-12,4.76017e-08,1.162836e-11,1.44186515e-05,3,0.07789954722326563
5,100,5:100,"Say, ""Not equal are the evil and the good, although the abundance of evil might impress you."" So fear Allah, O you of understanding, that you may be successful.",3.3802527e-12,0.0003952203,5.0207717e-13,0.001055037,6.583609e-14,1.1063183e-12,0.9985515,2.1349982e-13,6,0.01177584853540243
5,101,5:101,"O you who have believed, do not ask about things which, if they are shown to you, will distress you. But if you ask about them while the Qur'an is being revealed, they will be shown to you. Allah has pardoned that which is past; and Allah is Forgiving and Forbearing.",7.6451066e-14,0.21320976,0.00024458853,0.776552,1.5482753e-07,0.009991982,1.9255774e-11,1.6017363e-08,3,0.5739541751304222
5,102,5:102,A people asked such [questions] before you; then they became thereby disbelievers.,5.009038e-08,0.0063095856,8.0359666e-07,0.9936839,5.673819e-08,2.331652e-07,2.259981e-09,6.6757157e-06,3,0.038354738593652335
5,103,5:103,"Allah has not appointed [such innovations as] bahirah or sa'ibah or wasilah or ham. But those who disbelieve invent falsehood about Allah, and most of them do not reason.",9.153304e-08,0.9309085,2.3593692e-08,0.069090866,3.5799874e-09,2.0989859e-09,8.630901e-09,3.13144e-11,1,0.2512836831653795
5,104,5:104,"And when it is said to them, ""Come to what Allah has revealed and to the Messenger,"" they say, ""Sufficient for us is that upon which we found our fathers."" Even though their fathers knew nothing, nor were they guided?",1.0051019e-07,0.79993206,2.3634254e-06,0.20006445,5.261534e-09,7.342544e-10,4.8995877e-12,8.163126e-10,1,0.5005268380292373
5,105,5:105,"O you who have believed, upon you is [responsibility for] yourselves. Those who have gone astray will not harm you when you have been guided. To Allah is you return all together; then He will inform you of what you used to do.",1.407455e-12,0.0039544525,1.2228207e-08,0.0070397914,1.2652548e-11,0.989006,5.8032232e-11,1.268183e-11,5,0.06770367754719625
5,106,5:106,"O you who have believed, testimony [should be taken] among you when death approaches one of you at the time of bequest - [that of] two just men from among you or two others from outside if you are traveling through the land and the disaster of death should strike you. Detain them after the prayer and let them both swear by Allah if you doubt [their testimony, saying], ""We will not exchange our oath for a price, even if he should be a near relative, and we will not withhold the testimony of Allah. Indeed, we would then be of the sinful.""",8.456635e-10,0.0008774234,8.2274724e-08,0.99885625,3.1708705e-09,7.707023e-10,0.0002664419,5.994992e-07,3,0.009521800488672552
5,107,5:107,"But if it is found that those two were guilty of perjury, let two others stand in their place [who are] foremost [in claim] from those who have a lawful right. And let them swear by Allah, ""Our testimony is truer than their testimony, and we have not transgressed. Indeed, we would then be of the wrongdoers.""",1.14119394e-10,0.014699749,2.6456073e-07,0.98528546,3.5988203e-06,5.4167204e-09,5.11631e-10,1.1938354e-05,3,0.07682214521840938
5,108,5:108,"That is more likely that they will give testimony according to its [true] objective, or [at least] they would fear that [other] oaths might be taken after their oaths. And fear Allah and listen; and Allah does not guide the defiantly disobedient people.",6.976503e-13,0.1933168,2.8388977e-06,0.8066798,3.4236034e-08,4.3601197e-08,1.1302169e-08,7.0056467e-07,3,0.4910471785184313
5,109,5:109,"[Be warned of] the Day when Allah will assemble the messengers and say, ""What was the response you received?"" They will say, ""We have no knowledge. Indeed, it is You who is Knower of the unseen""",2.9297023e-09,0.9689079,5.1549462e-09,0.031093853,3.464528e-08,4.6364174e-10,1.6116328e-10,2.504182e-13,1,0.13852326144832583
5,110,5:110,"[The Day] when Allah will say, ""O Jesus, Son of Mary, remember My favor upon you and upon your mother when I supported you with the Pure Spirit and you spoke to the people in the cradle and in maturity; and [remember] when I taught you writing and wisdom and the Torah and the Gospel; and when you designed from clay [what was] like the form of a bird with My permission, then you breathed into it, and it became a bird with My permission; and you healed the blind and the leper with My permission; and when you brought forth the dead with My permission; and when I restrained the Children of Israel from [killing] you when you came to them with clear proofs and those who disbelieved among them said, ""This is not but obvious magic.""",2.0792926e-10,0.85745573,0.001132235,0.14141093,2.2527301e-12,2.2146233e-07,6.788826e-10,5.52644e-10,1,0.4161602973403608
5,111,5:111,"And [remember] when I inspired to the disciples, ""Believe in Me and in My messenger Jesus."" They said, ""We have believed, so bear witness that indeed we are Muslims [in submission to Allah].""",2.1821256e-09,0.9952582,1.4024086e-09,0.0046983394,3.9761767e-09,4.410984e-05,4.946701e-07,2.1161048e-14,1,0.030365894256411924
5,112,5:112,"[And remember] when the disciples said, ""O Jesus, Son of Mary, can your Lord send down to us a table [spread with food] from the heaven? [Jesus] said,"" Fear Allah, if you should be believers.""",3.8882515e-08,0.99953854,1.7555239e-07,0.0004434996,2.7803435e-09,1.7803437e-05,2.0726267e-08,1.2965716e-15,1,0.00408404660811079
5,113,5:113,"They said, ""We wish to eat from it and let our hearts be reassured and know that you have been truthful to us and be among its witnesses.""",8.987913e-08,2.3959286e-09,1.3903829e-06,0.99992365,1.2283386e-06,1.5210007e-08,1.6063606e-10,7.6402146e-05,3,0.0008378561231068465
5,114,5:114,"Said Jesus, the son of Mary, ""O Allah, our Lord, send down to us a table [spread with food] from the heaven to be for us a festival for the first of us and the last of us and a sign from You. And provide for us, and You are the best of providers.""",2.8258307e-09,0.010581129,0.05479775,0.93462324,3.4083942e-09,3.863366e-09,1.7231121e-08,1.3803886e-07,3,0.27046291390907273
5,115,5:115,"Allah said, ""Indeed, I will sent it down to you, but whoever disbelieves afterwards from among you - then indeed will I punish him with a punishment by which I have not punished anyone among the worlds.""",1.0351217e-08,0.9986276,6.704573e-08,0.0013707258,1.1029783e-09,7.1638205e-08,2.6631542e-15,2.738943e-15,1,0.010410347129589678
5,116,5:116,"And [beware the Day] when Allah will say, ""O Jesus, Son of Mary, did you say to the people, 'Take me and my mother as deities besides Allah?'"" He will say, ""Exalted are You! It was not for me to say that to which I have no right. If I had said it, You would have known it. You know what is within myself, and I do not know what is within Yourself. Indeed, it is You who is Knower of the unseen.",1.3830746e-10,0.99507976,0.0001348836,0.004785307,2.7174726e-08,5.632624e-10,7.478974e-09,8.863304e-14,1,0.03167480180086651
5,117,5:117,"I said not to them except what You commanded me - to worship Allah, my Lord and your Lord. And I was a witness over them as long as I was among them; but when You took me up, You were the Observer over them, and You are, over all things, Witness.",1.2682727e-07,0.87172323,8.611863e-08,0.12783994,0.00043594307,1.5763156e-06,3.6414727e-09,3.3307822e-11,1,0.3860346336277902
5,118,5:118,"If You should punish them - indeed they are Your servants; but if You forgive them - indeed it is You who is the Exalted in Might, the Wise.",2.4891975e-08,6.3415723e-06,7.396979e-08,0.8350087,9.81545e-09,0.16498215,8.870159e-09,8.724753e-08,3,0.44792667310760004
5,119,5:119,"Allah will say, ""This is the Day when the truthful will benefit from their truthfulness."" For them are gardens [in Paradise] beneath which rivers flow, wherein they will abide forever, Allah being pleased with them, and they with Him. That is the great attainment.",1.9439714e-09,0.047183864,2.705425e-06,0.95280993,5.0416695e-14,2.5308972e-07,6.46107e-08,5.0433946e-09,3,0.19018393364285774
5,120,5:120,To Allah belongs the dominion of the heavens and the earth and whatever is within them. And He is over all things competent.,8.1091495e-11,0.87143725,9.077184e-09,0.12856373,7.7272777e-10,8.164317e-08,1.3949854e-11,1.1831141e-11,1,0.38364794267427943
6,1,6:1,"[All] praise is [due] to Allah, who created the heavens and the earth and made the darkness and the light. Then those who disbelieve equate [others] with their Lord.",7.4955756e-07,0.94481826,3.4355345e-08,0.055106312,1.0383681e-09,6.105381e-06,7.136202e-05,2.0980961e-10,1,0.21412141323143716
6,2,6:2,It is He who created you from clay and then decreed a term and a specified time [known] to Him; then [still] you are in dispute.,8.508582e-07,2.6164616e-07,6.0006794e-10,0.99978644,2.6644429e-09,1.5229616e-10,2.4117822e-10,0.00020971586,3,0.0020057151631818933
6,3,6:3,"And He is Allah, [the only deity] in the heavens and the earth. He knows your secret and what you make public, and He knows that which you earn.",8.923978e-11,0.7411495,7.3411124e-11,0.25880983,1.1610603e-08,3.9674425e-05,5.5421835e-12,1.2358091e-10,1,0.5722391637227174
6,4,6:4,And no sign comes to them from the signs of their Lord except that they turn away therefrom.,4.1121376e-10,0.042563375,8.9231615e-11,0.95743716,1.8453522e-09,6.2092315e-10,1.3563599e-10,5.4109375e-09,3,0.17600648836667562
6,5,6:5,"For they had denied the truth when it came to them, but there is going to reach them the news of what they used to ridicule.",2.0994571e-10,0.0028519817,1.7203592e-09,0.9971279,1.803646e-06,5.947994e-08,5.297977e-13,1.5044359e-05,3,0.019771799165015334
6,6,6:6,Have they not seen how many generations We destroyed before them which We had established upon the earth as We have not established you? And We sent [rain from] the sky upon them in showers and made rivers flow beneath them; then We destroyed them for their sins and brought forth after them a generation of others.,9.1351255e-09,4.103787e-09,1.3074741e-07,0.9989325,4.5990203e-10,7.866546e-06,7.4337053e-13,0.0010560598,3,0.008399134805143515
6,7,6:7,"And even if We had sent down to you, [O Muhammad], a written scripture on a page and they touched it with their hands, the disbelievers would say, ""This is not but obvious magic.""",7.390798e-09,0.96198416,5.045593e-07,0.038007136,8.96115e-06,4.877943e-09,8.359359e-09,4.3229326e-11,1,0.1616783882938029
6,8,6:8,"And they say, ""Why was there not sent down to him an angel?"" But if We had sent down an angel, the matter would have been decided; then they would not be reprieved.",6.132565e-09,0.00012917163,1.601647e-05,0.9998474,1.00421385e-05,5.4799074e-07,2.4740296e-10,3.716614e-07,3,0.0016151753504085717
6,9,6:9,"And if We had made him an angel, We would have made him [appear as] a man, and We would have covered them with that in which they cover themselves.",7.435804e-13,2.0581679e-09,0.00096256635,0.6682153,8.530404e-11,3.4499064e-13,2.4670153e-12,0.33082336,3,0.6420206218568915
6,10,6:10,"And already were messengers ridiculed before you, but those who mocked them were enveloped by that which they used to ridicule.",2.9256356e-10,1.124078e-06,5.8244504e-10,0.9938241,4.428647e-08,2.4025182e-09,1.7282564e-12,0.0061769583,3,0.0375947305692946
6,11,6:11,"Say, ""Travel through the land; then observe how was the end of the deniers.""",1.0835398e-10,3.0722417e-12,6.7477535e-16,0.00034253608,6.7600825e-12,5.3963625e-17,0.99965674,1.7363633e-06,6,0.0030993787710304646
6,12,6:12,"Say, ""To whom belongs whatever is in the heavens and earth?"" Say, ""To Allah."" He has decreed upon Himself mercy. He will surely assemble you for the Day of Resurrection, about which there is no doubt. Those who will lose themselves [that Day] do not believe.",1.2357553e-13,4.9873477e-05,2.0505174e-11,0.00038639802,7.0660376e-14,1.0438965e-09,0.9995653,1.2033774e-13,6,0.0039652360361951975
6,13,6:13,"And to Him belongs that which reposes by night and by day, and He is the Hearing, the Knowing.",1.6414961e-10,1.6486373e-10,2.9657764e-08,0.9999466,4.252184e-09,6.6341226e-09,2.4858983e-13,5.303944e-05,3,0.0005762781619579846
6,14,6:14,"Say, ""Is it other than Allah I should take as a protector, Creator of the heavens and the earth, while it is He who feeds and is not fed?"" Say, [O Muhammad], ""Indeed, I have been commanded to be the first [among you] who submit [to Allah] and [was commanded], 'Do not ever be of the polytheists.' """,1.5081287e-15,1.6785997e-07,8.689908e-16,1.4200669e-08,1.0414421e-17,1.8813265e-15,1.0,2.1840284e-20,6,2.875382169365028e-06
6,15,6:15,"Say, ""Indeed I fear, if I should disobey my Lord, the punishment of a tremendous Day.""",1.5000974e-13,5.948255e-12,4.450043e-12,0.00011399704,1.2741115e-14,7.323435e-11,0.9998856,6.2309598e-12,6,0.0011493946396723682
6,16,6:16,He from whom it is averted that Day - [Allah] has granted him mercy. And that is the clear attainment.,2.7310135e-08,0.002550733,4.1553707e-05,0.99711263,1.5361365e-10,0.0002957242,8.926566e-11,3.7950226e-08,3,0.020938002608816543
6,17,6:17,"And if Allah should touch you with adversity, there is no remover of it except Him. And if He touches you with good - then He is over all things competent.",8.8494656e-11,0.9730342,1.4392074e-10,0.026966522,2.6789966e-09,6.621538e-07,4.526145e-11,1.8430148e-11,1,0.12404272101779952
6,18,6:18,"And He is the subjugator over His servants. And He is the Wise, the Acquainted [with all].",5.791022e-09,4.7155493e-07,4.8479656e-09,0.9999543,8.261257e-06,1.7260914e-09,3.7091158e-10,3.8703067e-05,3,0.0005427270608577257
6,19,6:19,"Say, ""What thing is greatest in testimony?"" Say, ""Allah is witness between me and you. And this Qur'an was revealed to me that I may warn you thereby and whomever it reaches. Do you [truly] testify that with Allah there are other deities?"" Say, ""I will not testify [with you]."" Say, ""Indeed, He is but one God, and indeed, I am free of what you associate [with Him].""",9.347625e-16,1.0067598e-07,4.3656654e-14,4.5687045e-08,8.320929e-16,2.1781353e-15,1.0,6.737664e-18,6,2.3943423769935024e-06
6,20,6:20,Those to whom We have given the Scripture recognize it as they recognize their [own] sons. Those who will lose themselves [in the Hereafter] do not believe.,1.542056e-08,4.642942e-05,0.00014313168,0.99980927,4.71427e-08,1.0151272e-09,1.03693075e-10,6.240086e-07,3,0.001930946351362062
6,21,6:21,"And who is more unjust than one who invents about Allah a lie or denies His verses? Indeed, the wrongdoers will not succeed.",7.053802e-09,0.99117386,4.4666024e-07,0.008821662,3.9897274e-10,5.808196e-07,9.432618e-10,1.3180165e-13,1,0.05053336995897577
6,22,6:22,"And [mention, O Muhammad], the Day We will gather them all together; then We will say to those who associated others with Allah, ""Where are your 'partners' that you used to claim [with Him]?""",5.0553124e-11,0.99696046,0.00013306928,0.0029046505,3.4089092e-12,2.5377213e-08,4.516853e-09,8.438088e-14,1,0.021190390322515615
6,23,6:23,"Then there will be no [excuse upon] examination except they will say, ""By Allah, our Lord, we were not those who associated.""",9.8684526e-11,0.52512085,3.3462645e-06,0.47482714,5.3194826e-06,4.1864918e-05,4.7605853e-09,5.053855e-08,1,0.6924275832216282
6,24,6:24,See how they will lie about themselves. And lost from them will be what they used to invent.,2.6459768e-10,1.0888943e-08,1.8799977e-09,0.99277073,4.24857e-08,1.0630109e-12,7.9359634e-05,0.0071503785,3,0.04328040285429493
6,25,6:25,"And among them are those who listen to you, but We have placed over their hearts coverings, lest they understand it, and in their ears deafness. And if they should see every sign, they will not believe in it. Even when they come to you arguing with you, those who disbelieve say, ""This is not but legends of the former peoples.""",3.1219713e-10,0.12013345,4.398239e-09,0.87964344,0.00022182116,1.1227967e-06,7.599468e-11,6.3260996e-09,3,0.3692672437117418
6,26,6:26,"And they prevent [others] from him and are [themselves] remote from him. And they do not destroy except themselves, but they perceive [it] not.",4.842425e-07,8.2815696e-08,1.0730518e-08,0.99448395,2.5662741e-08,3.0294773e-09,6.1528316e-10,0.0055162027,3,0.03419453591834856
6,27,6:27,"If you could but see when they are made to stand before the Fire and will say, ""Oh, would that we could be returned [to life on earth] and not deny the signs of our Lord and be among the believers.""",3.9009894e-05,6.6557545e-06,7.29796e-07,0.9999466,8.6437515e-09,5.5209725e-06,3.6466994e-09,1.7512163e-07,3,0.0006088680751700812
6,28,6:28,"But what they concealed before has [now] appeared to them. And even if they were returned, they would return to that which they were forbidden; and indeed, they are liars.",2.7627484e-11,7.894322e-06,1.178585e-07,0.9995499,3.8835374e-08,4.126931e-07,1.0087557e-13,0.00043856513,3,0.0039423236910604825
6,29,6:29,"And they say, ""There is none but our worldly life, and we will not be resurrected.""",1.0355778e-12,3.2293567e-08,1.2184477e-09,0.99993134,3.3440367e-10,6.4947776e-15,4.3007746e-12,6.67358e-05,3,0.0007109010129312943
6,30,6:30,"If you could but see when they will be made to stand before their Lord. He will say, ""Is this not the truth?"" They will say, ""Yes, by our Lord."" He will [then] say, ""So taste the punishment because you used to disbelieve.""",5.3284013e-05,0.021668373,7.2329153e-06,0.9782148,4.5946063e-08,5.2481133e-05,3.917585e-06,5.8479412e-09,3,0.10575401990313825
6,31,6:31,"Those will have lost who deny the meeting with Allah, until when the Hour [of resurrection] comes upon them unexpectedly, they will say, ""Oh, [how great is] our regret over what we neglected concerning it,"" while they bear their burdens on their backs. Unquestionably, evil is that which they bear.",1.5224751e-08,0.9311678,4.547422e-08,0.06882413,4.5156792e-10,8.895892e-06,1.2772882e-08,4.6212047e-14,1,0.25069891208522455
6,32,6:32,"And the worldly life is not but amusement and diversion; but the home of the Hereafter is best for those who fear Allah, so will you not reason?",1.8321892e-06,0.97042084,3.296544e-08,0.029577186,1.4630878e-10,8.255409e-11,1.189832e-09,8.448566e-12,1,0.13329605834841715
6,33,6:33,"We know that you, [O Muhammad], are saddened by what they say. And indeed, they do not call you untruthful, but it is the verses of Allah that the wrongdoers reject.",2.0947853e-10,0.99839914,1.9927345e-05,0.0015793698,1.3395806e-11,1.4295738e-07,2.7091698e-09,1.109863e-15,1,0.012005660035043322
6,34,6:34,"And certainly were messengers denied before you, but they were patient over [the effects of] denial, and they were harmed until Our victory came to them. And none can alter the words of Allah. And there has certainly come to you some information about the [previous] messengers.",9.704302e-12,0.81760967,8.741907e-09,0.18237212,1.09256895e-07,2.0972453e-05,3.3846398e-12,1.0976476e-09,1,0.475213853653019
6,35,6:35,"And if their evasion is difficult for you, then if you are able to seek a tunnel into the earth or a stairway into the sky to bring them a sign, [then do so]. But if Allah had willed, He would have united them upon guidance. So never be of the ignorant.",1.7899026e-07,0.98650026,5.3247395e-14,0.012932361,5.442214e-10,1.8228019e-10,0.0005673333,1.1887227e-13,1,0.07388176492876425
6,36,6:36,Only those who hear will respond. But the dead - Allah will resurrect them; then to Him they will be returned.,1.5993916e-08,0.30185306,1.7150125e-09,0.69814444,1.8779253e-10,3.2702056e-07,4.45276e-12,7.47444e-09,3,0.6124331834641054
6,37,6:37,"And they say, ""Why has a sign not been sent down to him from his Lord?"" Say, ""Indeed, Allah is Able to send down a sign, but most of them do not know.""",1.14914446e-10,0.90945506,2.164831e-08,0.09054772,4.0199763e-10,1.06240385e-10,5.5687033e-09,1.9858813e-13,1,0.30380120109697445
6,38,6:38,And there is no creature on [or within] the earth or bird that flies with its wings except [that they are] communities like you. We have not neglected in the Register a thing. Then unto their Lord they will be gathered.,4.378479e-12,6.627445e-09,1.020186e-08,0.92544883,1.745359e-09,9.176549e-09,1.499602e-10,0.074547894,3,0.26525069815541286
6,39,6:39,But those who deny Our verses are deaf and dumb within darknesses. Whomever Allah wills - He leaves astray; and whomever He wills - He puts him on a straight path.,4.8387537e-06,0.9992792,8.0872314e-07,0.00067055074,5.5578927e-12,4.5709246e-05,8.147624e-12,1.9532321e-18,1,0.006147876997568398
6,40,6:40,"Say, ""Have you considered: if there came to you the punishment of Allah or there came to you the Hour - is it other than Allah you would invoke, if you should be truthful?""",3.811567e-13,3.8262886e-09,2.4168636e-12,8.7561983e-07,8.8435285e-18,4.744296e-13,1.0,2.4533112e-14,6,1.22877716153249e-05
6,41,6:41,"No, it is Him [alone] you would invoke, and He would remove that for which you invoked Him if He willed, and you would forget what you associate [with Him].",3.5022524e-08,8.474636e-07,3.35345e-11,0.99959576,6.966229e-08,6.427994e-11,8.144819e-14,0.00040653895,3,0.003591944332139845
6,42,6:42,"And We have already sent [messengers] to nations before you, [O Muhammad]; then We seized them with poverty and hardship that perhaps they might humble themselves [to Us].",3.8094198e-11,0.5395336,1.385521e-08,0.46046415,1.0844765e-06,5.0025e-11,3.3707015e-10,7.314819e-08,1,0.6900349604805217
6,43,6:43,"Then why, when Our punishment came to them, did they not humble themselves? But their hearts became hardened, and Satan made attractive to them that which they were doing.",1.1882315e-08,0.0002316566,1.6795549e-06,0.9981935,2.197976e-07,0.0015717128,1.05768326e-13,3.083721e-07,3,0.013920764354901931
6,44,6:44,"So when they forgot that by which they had been reminded, We opened to them the doors of every [good] thing until, when they rejoiced in that which they were given, We seized them suddenly, and they were [then] in despair.",9.350118e-09,1.2250458e-11,2.8061995e-05,0.9897909,3.6919296e-06,5.840195e-05,6.393367e-11,0.010118406,3,0.05754446136801153
6,45,6:45,"So the people that committed wrong were eliminated. And praise to Allah, Lord of the worlds.",5.7739616e-12,0.017744001,1.6940438e-08,0.9822532,1.2943575e-08,2.2377122e-08,2.8729828e-16,2.3667817e-06,3,0.0891586105764762
6,46,6:46,"Say, ""Have you considered: if Allah should take away your hearing and your sight and set a seal upon your hearts, which deity other than Allah could bring them [back] to you?"" Look how we diversify the verses; then they [still] turn away.",4.0651537e-13,4.4283306e-06,2.2296844e-09,1.3624096e-05,2.65487e-13,2.4359932e-14,0.9999809,1.4031122e-13,6,0.00022634790901512202
6,47,6:47,"Say, ""Have you considered: if the punishment of Allah should come to you unexpectedly or manifestly, will any be destroyed but the wrongdoing people?""",5.5970256e-10,7.21165e-05,4.232037e-09,4.78085e-05,1.07533563e-13,3.5644817e-08,0.99988174,3.4463122e-15,6,0.0012823585842897096
