surah,verse,verse_id,translation,topic_probability_00,topic_probability_01,dominant_topic,membership_entropy
2,216,2:216,"Fighting has been enjoined upon you while it is hateful to you. But perhaps you hate a thing and it is good for you; and perhaps you love a thing and it is bad for you. And Allah Knows, while you know not.",0.64369303,0.35630697,0,0.6512637157694607
2,217,2:217,"They ask you about the sacred month - about fighting therein. Say, ""Fighting therein is great [sin], but averting [people] from the way of Allah and disbelief in Him and [preventing access to] al-Masjid al-Haram and the expulsion of its people therefrom are greater [evil] in the sight of Allah. And fitnah is greater than killing."" And they will continue to fight you until they turn you back from your religion if they are able. And whoever of you reverts from his religion [to disbelief] and dies while he is a disbeliever - for those, their deeds have become worthless in this world and the Hereafter, and those are the companions of the Fire, they will abide therein eternally.",0.67855775,0.32144222,0,0.6279518024530657
2,218,2:218,"Indeed, those who have believed and those who have emigrated and fought in the cause of Allah - those expect the mercy of Allah. And Allah is Forgiving and Merciful.",0.6401171,0.35988298,0,0.6533507867776664
2,219,2:219,"They ask you about wine and gambling. Say, ""In them is great sin and [yet, some] benefit for people. But their sin is greater than their benefit."" And they ask you what they should spend. Say, ""The excess [beyond needs]."" Thus Allah makes clear to you the verses [of revelation] that you might give thought.",0.5877851,0.41221482,0,0.6776545570679444
2,220,2:220,"To this world and the Hereafter. And they ask you about orphans. Say, ""Improvement for them is best. And if you mix your affairs with theirs - they are your brothers. And Allah knows the corrupter from the amender. And if Allah had willed, He could have put you in difficulty. Indeed, Allah is Exalted in Might and Wise.",0.6419368,0.35806325,0,0.6522956955411243
2,221,2:221,"And do not marry polytheistic women until they believe. And a believing slave woman is better than a polytheist, even though she might please you. And do not marry polytheistic men [to your women] until they believe. And a believing slave is better than a polytheist, even though he might please you. Those invite [you] to the Fire, but Allah invites to Paradise and to forgiveness, by His permission. And He makes clear His verses to the people that perhaps they may remember.",0.6064032,0.3935968,0,0.6703298334639706
2,222,2:222,"And they ask you about menstruation. Say, ""It is harm, so keep away from wives during menstruation. And do not approach them until they are pure. And when they have purified themselves, then come to them from where Allah has ordained for you. Indeed, Allah loves those who are constantly repentant and loves those who purify themselves.""",0.66177684,0.3382232,0,0.6398498715910617
2,223,2:223,"Your wives are a place of sowing of seed for you, so come to your place of cultivation however you wish and put forth [righteousness] for yourselves. And fear Allah and know that you will meet Him. And give good tidings to the believers.",0.6225921,0.37740794,0,0.662780900136036
2,224,2:224,And do not make [your oath by] Allah an excuse against being righteous and fearing Allah and making peace among people. And Allah is Hearing and Knowing.,0.6400959,0.35990414,0,0.6533630040726219
2,225,2:225,"Allah does not impose blame upon you for what is unintentional in your oaths, but He imposes blame upon you for what your hearts have earned. And Allah is Forgiving and Forbearing.",0.6000261,0.3999739,0,0.673001097176115
2,226,2:226,"For those who swear not to have sexual relations with their wives is a waiting time of four months, but if they return [to normal relations] - then indeed, Allah is Forgiving and Merciful.",0.61724985,0.38275015,0,0.6653944229919873
2,227,2:227,"And if they decide on divorce - then indeed, Allah is Hearing and Knowing.",0.69426084,0.3057392,0,0.6156489476121646
2,228,2:228,"Divorced women remain in waiting for three periods, and it is not lawful for them to conceal what Allah has created in their wombs if they believe in Allah and the Last Day. And their husbands have more right to take them back in this [period] if they want reconciliation. And due to the wives is similar to what is expected of them, according to what is reasonable. But the men have a degree over them [in responsibility and authority]. And Allah is Exalted in Might and Wise.",0.67948025,0.32051978,0,0.6272606105312512
2,229,2:229,"Divorce is twice. Then, either keep [her] in an acceptable manner or release [her] with good treatment. And it is not lawful for you to take anything of what you have given them unless both fear that they will not be able to keep [within] the limits of Allah. But if you fear that they will not keep [within] the limits of Allah, then there is no blame upon either of them concerning that by which she ransoms herself. These are the limits of Allah, so do not transgress them. And whoever transgresses the limits of Allah - it is those who are the wrongdoers.",0.60316116,0.3968388,0,0.671709093727336
2,230,2:230,"And if he has divorced her [for the third time], then she is not lawful to him afterward until [after] she marries a husband other than him. And if the latter husband divorces her [or dies], there is no blame upon the woman and her former husband for returning to each other if they think that they can keep [within] the limits of Allah. These are the limits of Allah, which He makes clear to a people who know.",0.6881291,0.31187087,0,0.6205894132472237
2,231,2:231,"And when you divorce women and they have [nearly] fulfilled their term, either retain them according to acceptable terms or release them according to acceptable terms, and do not keep them, intending harm, to transgress [against them]. And whoever does that has certainly wronged himself. And do not take the verses of Allah in jest. And remember the favor of Allah upon you and what has been revealed to you of the Book and wisdom by which He instructs you. And fear Allah and know that Allah is Knowing of all things.",0.62309104,0.37690896,0,0.6625306139251808
2,232,2:232,"And when you divorce women and they have fulfilled their term, do not prevent them from remarrying their [former] husbands if they agree among themselves on an acceptable basis. That is instructed to whoever of you believes in Allah and the Last Day. That is better for you and purer, and Allah knows and you know not.",0.66692317,0.33307683,0,0.636336228925496
2,233,2:233,"Mothers may breastfeed their children two complete years for whoever wishes to complete the nursing [period]. Upon the father is the mothers' provision and their clothing according to what is acceptable. No person is charged with more than his capacity. No mother should be harmed through her child, and no father through his child. And upon the [father's] heir is [a duty] like that [of the father]. And if they both desire weaning through mutual consent from both of them and consultation, there is no blame upon either of them. And if you wish to have your children nursed by a substitute, there is no blame upon you as long as you give payment according to what is acceptable. And fear Allah and know that Allah is Seeing of what you do.",0.60747135,0.39252862,0,0.6698657580323656
2,234,2:234,"And those who are taken in death among you and leave wives behind - they, [the wives, shall] wait four months and ten [days]. And when they have fulfilled their term, then there is no blame upon you for what they do with themselves in an acceptable manner. And Allah is [fully] Acquainted with what you do.",0.70580506,0.2941949,0,0.6058651430355628
2,235,2:235,"There is no blame upon you for that to which you [indirectly] allude concerning a proposal to women or for what you conceal within yourselves. Allah knows that you will have them in mind. But do not promise them secretly except for saying a proper saying. And do not determine to undertake a marriage contract until the decreed period reaches its end. And know that Allah knows what is within yourselves, so beware of Him. And know that Allah is Forgiving and Forbearing.",0.6189322,0.38106778,0,0.6645844543461346
2,236,2:236,"There is no blame upon you if you divorce women you have not touched nor specified for them an obligation. But give them [a gift of] compensation - the wealthy according to his capability and the poor according to his capability - a provision according to what is acceptable, a duty upon the doers of good.",0.5581623,0.44183776,0,0.6863661339166709
2,237,2:237,"And if you divorce them before you have touched them and you have already specified for them an obligation, then [give] half of what you specified - unless they forego the right or the one in whose hand is the marriage contract foregoes it. And to forego it is nearer to righteousness. And do not forget graciousness between you. Indeed Allah, of whatever you do, is Seeing.",0.55172557,0.44827443,0,0.6877865263842617
2,238,2:238,"Maintain with care the [obligatory] prayers and [in particular] the middle prayer and stand before Allah, devoutly obedient.",0.5710595,0.4289405,0,0.683013990116221
2,239,2:239,"And if you fear [an enemy, then pray] on foot or riding. But when you are secure, then remember Allah [in prayer], as He has taught you that which you did not [previously] know.",0.6530186,0.3469814,0,0.6455579581939301
2,240,2:240,"And those who are taken in death among you and leave wives behind - for their wives is a bequest: maintenance for one year without turning [them] out. But if they leave [of their own accord], then there is no blame upon you for what they do with themselves in an acceptable way. And Allah is Exalted in Might and Wise.",0.68923604,0.31076393,0,0.6197105509934152
2,241,2:241,And for divorced women is a provision according to what is acceptable - a duty upon the righteous.,0.55055034,0.44944966,0,0.6880277643647892
2,242,2:242,Thus does Allah make clear to you His verses that you might use reason.,0.6454274,0.35457265,0,0.6502313946841446
2,243,2:243,"Have you not considered those who left their homes in many thousands, fearing death? Allah said to them, ""Die""; then He restored them to life. And Allah is full of bounty to the people, but most of the people do not show gratitude.",0.65355766,0.34644237,0,0.6452164496154105
2,244,2:244,And fight in the cause of Allah and know that Allah is Hearing and Knowing.,0.6822383,0.31776172,0,0.6251707786389971
2,245,2:245,"Who is it that would loan Allah a goodly loan so He may multiply it for him many times over? And it is Allah who withholds and grants abundance, and to Him you will be returned.",0.5769935,0.42300642,0,0.6812438779922767
2,246,2:246,"Have you not considered the assembly of the Children of Israel after [the time of] Moses when they said to a prophet of theirs, ""Send to us a king, and we will fight in the way of Allah ""? He said, ""Would you perhaps refrain from fighting if fighting was prescribed for you?"" They said, ""And why should we not fight in the cause of Allah when we have been driven out from our homes and from our children?"" But when fighting was prescribed for them, they turned away, except for a few of them. And Allah is Knowing of the wrongdoers.",0.660097,0.33990303,0,0.6409711177535604
2,247,2:247,"And their prophet said to them, ""Indeed, Allah has sent to you Saul as a king."" They said, ""How can he have kingship over us while we are more worthy of kingship than him and he has not been given any measure of wealth?"" He said, ""Indeed, Allah has chosen him over you and has increased him abundantly in knowledge and stature. And Allah gives His sovereignty to whom He wills. And Allah is all-Encompassing [in favor] and Knowing.""",0.6071845,0.39281547,0,0.6699908355420539
2,248,2:248,"And their prophet said to them, ""Indeed, a sign of his kingship is that the chest will come to you in which is assurance from your Lord and a remnant of what the family of Moses and the family of Aaron had left, carried by the angels. Indeed in that is a sign for you, if you are believers.""",0.65855074,0.34144923,0,0.6419920851831777
2,249,2:249,"And when Saul went forth with the soldiers, he said, ""Indeed, Allah will be testing you with a river. So whoever drinks from it is not of me, and whoever does not taste it is indeed of me, excepting one who takes [from it] in the hollow of his hand."" But they drank from it, except a [very] few of them. Then when he had crossed it along with those who believed with him, they said, ""There is no power for us today against Goliath and his soldiers."" But those who were certain that they would meet Allah said, ""How many a small company has overcome a large company by permission of Allah. And Allah is with the patient.""",0.6617752,0.33822486,0,0.6398509918080757
2,250,2:250,"And when they went forth to [face] Goliath and his soldiers, they said, ""Our Lord, pour upon us patience and plant firmly our feet and give us victory over the disbelieving people.""",0.6217238,0.37827626,0,0.6632139469462953
2,251,2:251,"So they defeated them by permission of Allah, and David killed Goliath, and Allah gave him the kingship and prophethood and taught him from that which He willed. And if it were not for Allah checking [some] people by means of others, the earth would have been corrupted, but Allah is full of bounty to the worlds.",0.62487686,0.37512317,0,0.6616261099278494
2,252,2:252,"These are the verses of Allah which We recite to you, [O Muhammad], in truth. And indeed, you are from among the messengers.",0.6577235,0.34227654,0,0.6425339432621802
2,253,2:253,"Those messengers - some of them We caused to exceed others. Among them were those to whom Allah spoke, and He raised some of them in degree. And We gave Jesus, the Son of Mary, clear proofs, and We supported him with the Pure Spirit. If Allah had willed, those [generations] succeeding them would not have fought each other after the clear proofs had come to them. But they differed, and some of them believed and some of them disbelieved. And if Allah had willed, they would not have fought each other, but Allah does what He intends.",0.633349,0.36665097,0,0.6571491975816941
2,254,2:254,"O you who have believed, spend from that which We have provided for you before there comes a Day in which there is no exchange and no friendship and no intercession. And the disbelievers - they are the wrongdoers.",0.6068055,0.3931944,0,0.6701556034260108
2,255,2:255,"Allah - there is no deity except Him, the Ever-Living, the Sustainer of [all] existence. Neither drowsiness overtakes Him nor sleep. To Him belongs whatever is in the heavens and whatever is on the earth. Who is it that can intercede with Him except by His permission? He knows what is [presently] before them and what will be after them, and they encompass not a thing of His knowledge except for what He wills. His Kursi extends over the heavens and the earth, and their preservation tires Him not. And He is the Most High, the Most Great.",0.6211282,0.37887183,0,0.6635091143438077
2,256,2:256,There shall be no compulsion in [acceptance of] the religion. The right course has become clear from the wrong. So whoever disbelieves in Taghut and believes in Allah has grasped the most trustworthy handhold with no break in it. And Allah is Hearing and Knowing.,0.6735829,0.32641706,0,0.6316121835932709
2,257,2:257,Allah is the ally of those who believe. He brings them out from darknesses into the light. And those who disbelieve - their allies are Taghut. They take them out of the light into darknesses. Those are the companions of the Fire; they will abide eternally therein.,0.70244,0.29755995,0,0.6087826715179072
2,258,2:258,"Have you not considered the one who argued with Abraham about his Lord [merely] because Allah had given him kingship? When Abraham said, ""My Lord is the one who gives life and causes death,"" he said, ""I give life and cause death."" Abraham said, ""Indeed, Allah brings up the sun from the east, so bring it up from the west."" So the disbeliever was overwhelmed [by astonishment], and Allah does not guide the wrongdoing people.",0.6433778,0.35662222,0,0.651449946620638
2,259,2:259,"Or [consider such an example] as the one who passed by a township which had fallen into ruin. He said, ""How will Allah bring this to life after its death?"" So Allah caused him to die for a hundred years; then He revived him. He said, ""How long have you remained?"" The man said, ""I have remained a day or part of a day."" He said, ""Rather, you have remained one hundred years. Look at your food and your drink; it has not changed with time. And look at your donkey; and We will make you a sign for the people. And look at the bones [of this donkey] - how We raise them and then We cover them with flesh."" And when it became clear to him, he said, ""I know that Allah is over all things competent.""",0.72370076,0.27629918,0,0.58942401337809
2,260,2:260,"And [mention] when Abraham said, ""My Lord, show me how You give life to the dead."" [Allah] said, ""Have you not believed?"" He said, ""Yes, but [I ask] only that my heart may be satisfied."" [Allah] said, ""Take four birds and commit them to yourself. Then [after slaughtering them] put on each hill a portion of them; then call them - they will come [flying] to you in haste. And know that Allah is Exalted in Might and Wise.""",0.62339574,0.37660432,0,0.6623772460446045
2,261,2:261,The example of those who spend their wealth in the way of Allah is like a seed [of grain] which grows seven spikes; in each spike is a hundred grains. And Allah multiplies [His reward] for whom He wills. And Allah is all-Encompassing and Knowing.,0.6278806,0.37211943,0,0.6600740474911135
2,262,2:262,"Those who spend their wealth in the way of Allah and then do not follow up what they have spent with reminders [of it] or [other] injury will have their reward with their Lord, and there will be no fear concerning them, nor will they grieve.",0.6410097,0.3589903,0,0.6528350430038976
2,263,2:263,Kind speech and forgiveness are better than charity followed by injury. And Allah is Free of need and Forbearing.,0.57566994,0.42433003,0,0.6816511832033556
2,264,2:264,"O you who have believed, do not invalidate your charities with reminders or injury as does one who spends his wealth [only] to be seen by the people and does not believe in Allah and the Last Day. His example is like that of a [large] smooth stone upon which is dust and is hit by a downpour that leaves it bare. They are unable [to keep] anything of what they have earned. And Allah does not guide the disbelieving people.",0.66524357,0.33475646,0,0.637496035793693
2,265,2:265,"And the example of those who spend their wealth seeking means to the approval of Allah and assuring [reward for] themselves is like a garden on high ground which is hit by a downpour - so it yields its fruits in double. And [even] if it is not hit by a downpour, then a drizzle [is sufficient]. And Allah, of what you do, is Seeing.",0.64853907,0.35146093,0,0.6483463264397205
2,266,2:266,"Would one of you like to have a garden of palm trees and grapevines underneath which rivers flow in which he has from every fruit? But he is afflicted with old age and has weak offspring, and it is hit by a whirlwind containing fire and is burned. Thus does Allah make clear to you [His] verses that you might give thought.",0.6386531,0.3613469,0,0.654189218230458
2,267,2:267,"O you who have believed, spend from the good things which you have earned and from that which We have produced for you from the earth. And do not aim toward the defective therefrom, spending [from that] while you would not take it [yourself] except with closed eyes. And know that Allah is Free of need and Praiseworthy.",0.60985917,0.3901408,0,0.6688110425574754
2,268,2:268,"Satan threatens you with poverty and orders you to immorality, while Allah promises you forgiveness from Him and bounty. And Allah is all-Encompassing and Knowing.",0.58292526,0.4170748,0,0.6793302213038482
2,269,2:269,"He gives wisdom to whom He wills, and whoever has been given wisdom has certainly been given much good. And none will remember except those of understanding.",0.59017,0.40983,0,0.676796600246871
2,270,2:270,"And whatever you spend of expenditures or make of vows - indeed, Allah knows of it. And for the wrongdoers there are no helpers.",0.5757349,0.4242651,0,0.6816313532571517
2,271,2:271,"If you disclose your charitable expenditures, they are good; but if you conceal them and give them to the poor, it is better for you, and He will remove from you some of your misdeeds [thereby]. And Allah, with what you do, is [fully] Acquainted.",0.5650826,0.43491742,0,0.6846515977409335
2,272,2:272,"Not upon you, [O Muhammad], is [responsibility for] their guidance, but Allah guides whom He wills. And whatever good you [believers] spend is for yourselves, and you do not spend except seeking the countenance of Allah. And whatever you spend of good - it will be fully repaid to you, and you will not be wronged.",0.5969771,0.40302286,0,0.6742183229395957
2,273,2:273,"[Charity is] for the poor who have been restricted for the cause of Allah, unable to move about in the land. An ignorant [person] would think them self-sufficient because of their restraint, but you will know them by their [characteristic] sign. They do not ask people persistently [or at all]. And whatever you spend of good - indeed, Allah is Knowing of it.",0.65129155,0.3487084,0,0.6466434480066682
2,274,2:274,"Those who spend their wealth [in Allah 's way] by night and by day, secretly and publicly - they will have their reward with their Lord. And no fear will there be concerning them, nor will they grieve.",0.67125875,0.32874125,0,0.6332836240706549
2,275,2:275,"Those who consume interest cannot stand [on the Day of Resurrection] except as one stands who is being beaten by Satan into insanity. That is because they say, ""Trade is [just] like interest."" But Allah has permitted trade and has forbidden interest. So whoever has received an admonition from his Lord and desists may have what is past, and his affair rests with Allah. But whoever returns to [dealing in interest or usury] - those are the companions of the Fire; they will abide eternally therein.",0.6240723,0.37592772,0,0.662035288297697
2,276,2:276,Allah destroys interest and gives increase for charities. And Allah does not like every sinning disbeliever.,0.57794595,0.42205402,0,0.6809463416420252
2,277,2:277,"Indeed, those who believe and do righteous deeds and establish prayer and give zakah will have their reward with their Lord, and there will be no fear concerning them, nor will they grieve.",0.62890685,0.37109324,0,0.6595349126118683
2,278,2:278,"O you who have believed, fear Allah and give up what remains [due to you] of interest, if you should be believers.",0.6327207,0.36727938,0,0.6574917798087966
2,279,2:279,"And if you do not, then be informed of a war [against you] from Allah and His Messenger. But if you repent, you may have your principal - [thus] you do no wrong, nor are you wronged.",0.6392524,0.36074758,0,0.6538471106237
2,280,2:280,"And if someone is in hardship, then [let there be] postponement until [a time of] ease. But if you give [from your right as] charity, then it is better for you, if you only knew.",0.5924747,0.4075253,0,0.6759451757391898
2,281,2:281,"And fear a Day when you will be returned to Allah. Then every soul will be compensated for what it earned, and they will not be treated unjustly.",0.642314,0.35768595,0,0.6520751603086177
2,282,2:282,"O you who have believed, when you contract a debt for a specified term, write it down. And let a scribe write [it] between you in justice. Let no scribe refuse to write as Allah has taught him. So let him write and let the one who has the obligation dictate. And let him fear Allah, his Lord, and not leave anything out of it. But if the one who has the obligation is of limited understanding or weak or unable to dictate himself, then let his guardian dictate in justice. And bring to witness two witnesses from among your men. And if there are not two men [available], then a man and two women from those whom you accept as witnesses - so that if one of the women errs, then the other can remind her. And let not the witnesses refuse when they are called upon. And do not be [too] weary to write it, whether it is small or large, for its [specified] term. That is more just in the sight of Allah and stronger as evidence and more likely to prevent doubt between you, except when it is an immediate transaction which you conduct among yourselves. For [then] there is no blame upon you if you do not write it. And take witnesses when you conclude a contract. Let no scribe be harmed or any witness. For if you do so, indeed, it is [grave] disobedience in you. And fear Allah. And Allah teaches you. And Allah is Knowing of all things.",0.64607024,0.35392982,0,0.6498454331036376
2,283,2:283,"And if you are on a journey and cannot find a scribe, then a security deposit [should be] taken. And if one of you entrusts another, then let him who is entrusted discharge his trust [faithfully] and let him fear Allah, his Lord. And do not conceal testimony, for whoever conceals it - his heart is indeed sinful, and Allah is Knowing of what you do.",0.6029394,0.39706057,0,0.671801816659819
2,284,2:284,"To Allah belongs whatever is in the heavens and whatever is in the earth. Whether you show what is within yourselves or conceal it, Allah will bring you to account for it. Then He will forgive whom He wills and punish whom He wills, and Allah is over all things competent.",0.64136744,0.35863253,0,0.652627360549662
2,285,2:285,"The Messenger has believed in what was revealed to him from his Lord, and [so have] the believers. All of them have believed in Allah and His angels and His books and His messengers, [saying], ""We make no distinction between any of His messengers."" And they say, ""We hear and we obey. [We seek] Your forgiveness, our Lord, and to You is the [final] destination.""",0.63189495,0.3681051,0,0.657939450701531
2,286,2:286,"Allah does not charge a soul except [with that within] its capacity. It will have [the consequence of] what [good] it has gained, and it will bear [the consequence of] what [evil] it has earned. ""Our Lord, do not impose blame upon us if we have forgotten or erred. Our Lord, and lay not upon us a burden like that which You laid upon those before us. Our Lord, and burden us not with that which we have no ability to bear. And pardon us; and forgive us; and have mercy upon us. You are our protector, so give us victory over the disbelieving people.""",0.60445756,0.39554244,0,0.6711628357208186
3,1,3:1,"Alif, Lam, Meem.",1.0,0.0,0,2.7631021115928546e-11
3,2,3:2,"Allah - there is no deity except Him, the Ever-Living, the Sustainer of existence.",0.63349795,0.36650202,0,0.6570677309635464
3,3,3:3,"He has sent down upon you, [O Muhammad], the Book in truth, confirming what was before it. And He revealed the Torah and the Gospel.",0.6686262,0.33137378,0,0.6351472797474012
3,4,3:4,"Before, as guidance for the people. And He revealed the Qur'an. Indeed, those who disbelieve in the verses of Allah will have a severe punishment, and Allah is exalted in Might, the Owner of Retribution.",0.6686956,0.33130434,0,0.635098523915812
3,5,3:5,"Indeed, from Allah nothing is hidden in the earth nor in the heaven.",0.7165694,0.28343058,0,0.5961642487520405
3,6,3:6,"It is He who forms you in the wombs however He wills. There is no deity except Him, the Exalted in Might, the Wise.",0.6430393,0.35696068,0,0.6516494266281426
3,7,3:7,"It is He who has sent down to you, [O Muhammad], the Book; in it are verses [that are] precise - they are the foundation of the Book - and others unspecific. As for those in whose hearts is deviation [from truth], they will follow that of it which is unspecific, seeking discord and seeking an interpretation [suitable to them]. And no one knows its [true] interpretation except Allah. But those firm in knowledge say, ""We believe in it. All [of it] is from our Lord."" And no one will be reminded except those of understanding.",0.6871927,0.31280738,0,0.6213284743945129
3,8,3:8,"[Who say], ""Our Lord, let not our hearts deviate after You have guided us and grant us from Yourself mercy. Indeed, You are the Bestower.",0.6030943,0.39690572,0,0.6717370802141556
3,9,3:9,"Our Lord, surely You will gather the people for a Day about which there is no doubt. Indeed, Allah does not fail in His promise.""",0.6857591,0.31424084,0,0.6224519278730767
3,10,3:10,"Indeed, those who disbelieve - never will their wealth or their children avail them against Allah at all. And it is they who are fuel for the Fire.",0.670985,0.32901505,0,0.6334788933593787
3,11,3:11,"[Theirs is] like the custom of the people of Pharaoh and those before them. They denied Our signs, so Allah seized them for their sins. And Allah is severe in penalty.",0.62314665,0.37685338,0,0.6625026515187863
3,12,3:12,"Say to those who disbelieve, ""You will be overcome and gathered together to Hell, and wretched is the resting place.""",0.68371576,0.31628427,0,0.6240368355197567
3,13,3:13,Already there has been for you a sign in the two armies which met - one fighting in the cause of Allah and another of disbelievers. They saw them [to be] twice their [own] number by [their] eyesight. But Allah supports with His victory whom He wills. Indeed in that is a lesson for those of vision.,0.6887435,0.31125647,0,0.6201023387710789
3,14,3:14,"Beautified for people is the love of that which they desire - of women and sons, heaped-up sums of gold and silver, fine branded horses, and cattle and tilled land. That is the enjoyment of worldly life, but Allah has with Him the best return.",0.5802781,0.41972193,0,0.6802020746889126
3,15,3:15,"Say, ""Shall I inform you of [something] better than that? For those who fear Allah will be gardens in the presence of their Lord beneath which rivers flow, wherein they abide eternally, and purified spouses and approval from Allah. And Allah is Seeing of [His] servants -",0.6251657,0.37483433,0,0.6614785347499029
3,16,3:16,"Those who say, ""Our Lord, indeed we have believed, so forgive us our sins and protect us from the punishment of the Fire,""",0.6445408,0.35545918,0,0.6507607591433464
3,17,3:17,"The patient, the true, the obedient, those who spend [in the way of Allah], and those who seek forgiveness before dawn.",0.6132607,0.38673934,0,0.6672671721534171
3,18,3:18,"Allah witnesses that there is no deity except Him, and [so do] the angels and those of knowledge - [that He is] maintaining [creation] in justice. There is no deity except Him, the Exalted in Might, the Wise.",0.62481207,0.3751879,0,0.6616591646213779
3,19,3:19,"Indeed, the religion in the sight of Allah is Islam. And those who were given the Scripture did not differ except after knowledge had come to them - out of jealous animosity between themselves. And whoever disbelieves in the verses of Allah, then indeed, Allah is swift in [taking] account.",0.66301924,0.33698082,0,0.6390124978715971
3,20,3:20,"So if they argue with you, say, ""I have submitted myself to Allah [in Islam], and [so have] those who follow me."" And say to those who were given the Scripture and [to] the unlearned, ""Have you submitted yourselves?"" And if they submit [in Islam], they are rightly guided; but if they turn away - then upon you is only the [duty of] notification. And Allah is Seeing of [His] servants.",0.66824484,0.33175516,0,0.6354146544408636
3,21,3:21,Those who disbelieve in the signs of Allah and kill the prophets without right and kill those who order justice from among the people - give them tidings of a painful punishment.,0.6261379,0.3738621,0,0.66097919995569
3,22,3:22,"They are the ones whose deeds have become worthless in this world and the Hereafter, and for them there will be no helpers.",0.66199124,0.3380088,0,0.6397058602201388
3,23,3:23,"Do you not consider, [O Muhammad], those who were given a portion of the Scripture? They are invited to the Scripture of Allah that it should arbitrate between them; then a party of them turns away, and they are refusing.",0.6330589,0.3669411,0,0.6573075861120812
3,24,3:24,"That is because they say, ""Never will the Fire touch us except for [a few] numbered days,"" and [because] they were deluded in their religion by what they were inventing.",0.7418096,0.25819042,0,0.5711556132001447
3,25,3:25,"So how will it be when We assemble them for a Day about which there is no doubt? And each soul will be compensated [in full for] what it earned, and they will not be wronged.",0.6655674,0.33443257,0,0.6372734029915702
3,26,3:26,"Say, ""O Allah, Owner of Sovereignty, You give sovereignty to whom You will and You take sovereignty away from whom You will. You honor whom You will and You humble whom You will. In Your hand is [all] good. Indeed, You are over all things competent.",0.58594024,0.41405973,0,0.6783021285007568
3,27,3:27,"You cause the night to enter the day, and You cause the day to enter the night; and You bring the living out of the dead, and You bring the dead out of the living. And You give provision to whom You will without account.""",0.6568364,0.3431636,0,0.6431116146542746
3,28,3:28,"Let not believers take disbelievers as allies rather than believers. And whoever [of you] does that has nothing with Allah, except when taking precaution against them in prudence. And Allah warns you of Himself, and to Allah is the [final] destination.",0.64723694,0.35276303,0,0.6491403194161193
3,29,3:29,"Say, ""Whether you conceal what is in your breasts or reveal it, Allah knows it. And He knows that which is in the heavens and that which is on the earth. And Allah is over all things competent.",0.65202224,0.34797776,0,0.6461857957477721
3,30,3:30,"The Day every soul will find what it has done of good present [before it] and what it has done of evil, it will wish that between itself and that [evil] was a great distance. And Allah warns you of Himself, and Allah is Kind to [His] servants.""",0.6423088,0.35769126,0,0.6520782325829757
3,31,3:31,"Say, [O Muhammad], ""If you should love Allah, then follow me, [so] Allah will love you and forgive you your sins. And Allah is Forgiving and Merciful.""",0.6007271,0.39927292,0,0.6727157593405508
3,32,3:32,"Say, ""Obey Allah and the Messenger."" But if they turn away - then indeed, Allah does not like the disbelievers.",0.6571219,0.3428781,0,0.6429260752658541
3,33,3:33,"Indeed, Allah chose Adam and Noah and the family of Abraham and the family of 'Imran over the worlds -",0.6605772,0.33942285,0,0.6406518989676601
3,34,3:34,"Descendants, some of them from others. And Allah is Hearing and Knowing.",0.6255676,0.3744324,0,0.6612725978581029
3,35,3:35,"[Mention, O Muhammad], when the wife of 'Imran said, ""My Lord, indeed I have pledged to You what is in my womb, consecrated [for Your service], so accept this from me. Indeed, You are the Hearing, the Knowing.""",0.61519414,0.3848058,0,0.6663678917044065
3,36,3:36,"But when she delivered her, she said, ""My Lord, I have delivered a female."" And Allah was most knowing of what she delivered, ""And the male is not like the female. And I have named her Mary, and I seek refuge for her in You and [for] her descendants from Satan, the expelled [from the mercy of Allah].""",0.6190908,0.38090926,0,0.6645074701144631
3,37,3:37,"So her Lord accepted her with good acceptance and caused her to grow in a good manner and put her in the care of Zechariah. Every time Zechariah entered upon her in the prayer chamber, he found with her provision. He said, ""O Mary, from where is this [coming] to you?"" She said, ""It is from Allah. Indeed, Allah provides for whom He wills without account.""",0.611425,0.388575,0,0.668106406789309
3,38,3:38,"At that, Zechariah called upon his Lord, saying, ""My Lord, grant me from Yourself a good offspring. Indeed, You are the Hearer of supplication.""",0.60410815,0.39589188,0,0.6713107505142325
3,39,3:39,"So the angels called him while he was standing in prayer in the chamber, ""Indeed, Allah gives you good tidings of John, confirming a word from Allah and [who will be] honorable, abstaining [from women], and a prophet from among the righteous.""",0.644571,0.355429,0,0.6507427736829222
3,40,3:40,"He said, ""My Lord, how will I have a boy when I have reached old age and my wife is barren?"" The angel said, ""Such is Allah; He does what He wills.""",0.6459464,0.3540536,0,0.64991993534028
3,41,3:41,"He said, ""My Lord, make for me a sign."" He Said, ""Your sign is that you will not [be able to] speak to the people for three days except by gesture. And remember your Lord much and exalt [Him with praise] in the evening and the morning.""",0.58546805,0.41453195,0,0.6784656127438414
3,42,3:42,"And [mention] when the angels said, ""O Mary, indeed Allah has chosen you and purified you and chosen you above the women of the worlds.",0.64058834,0.35941166,0,0.6530789318762814
3,43,3:43,"O Mary, be devoutly obedient to your Lord and prostrate and bow with those who bow [in prayer].""",0.54643184,0.45356813,0,0.6888291365944315
3,44,3:44,"That is from the news of the unseen which We reveal to you, [O Muhammad]. And you were not with them when they cast their pens as to which of them should be responsible for Mary. Nor were you with them when they disputed.",0.6988456,0.30115435,0,0.6118392251284355
