surah,verse,verse_id,translation,component_probability_00,component_probability_01,component_probability_02,component_probability_03,component_probability_04,component_probability_05,component_probability_06,component_probability_07,component_probability_08,component_probability_09,component_probability_10,component_probability_11,dominant_membership,membership_entropy
3,53,3:53,"Our Lord, we have believed in what You revealed and have followed the messenger Jesus, so register us among the witnesses [to truth].""",1.15000134e-07,0.0,0.014857032,6.958178e-09,1.0744937e-08,2.8109632e-08,1.02770564e-07,0.001583484,1.2379254e-06,0.983558,5.4650634e-15,2.8211807e-07,9,0.08907943049280757
3,54,3:54,"And the disbelievers planned, but Allah planned. And Allah is the best of planners.",5.066921e-09,0.0,0.97777444,3.257144e-08,0.006428953,2.2863406e-10,0.0007217048,0.010259416,2.488257e-16,0.004814512,1.1370571e-10,4.5220472e-07,2,0.13232571294062223
3,55,3:55,"[Mention] when Allah said, ""O Jesus, indeed I will take you and raise you to Myself and purify you from those who disbelieve and make those who follow you [in submission to Allah alone] superior to those who disbelieve until the Day of Resurrection. Then to Me is your return, and I will judge between you concerning that in which you used to differ.",1.7694333e-08,0.0,0.002583992,1.7634841e-07,2.197389e-07,7.0778287e-06,0.010199945,0.7096311,1.9762446e-07,0.2775798,2.5184606e-17,3.5655444e-07,7,0.6614356267570992
3,56,3:56,"And as for those who disbelieved, I will punish them with a severe punishment in this world and the Hereafter, and they will have no helpers.""",5.095336e-09,0.0,0.1621544,5.5228632e-08,0.00042235965,1.0752245e-06,3.6276635e-09,0.025621735,7.507515e-13,0.811798,1.8938265e-15,1.2457934e-07,9,0.5614407735067339
3,57,3:57,"But as for those who believed and did righteous deeds, He will give them in full their rewards, and Allah does not like the wrongdoers.",4.455065e-07,0.0,0.0009709451,1.584066e-08,9.190641e-07,0.14800417,1.8226865e-07,0.8389935,5.665537e-15,0.012032144,8.0025807e-25,4.4132913e-12,7,0.48999367606486305
3,58,3:58,"This is what We recite to you, [O Muhammad], of [Our] verses and the precise [and wise] message.",2.4081901e-08,0.0,0.0014706807,2.972279e-07,2.623436e-08,2.9216028e-07,5.908783e-07,0.9651563,1.20726105e-08,0.0333736,1.08522366e-17,8.876489e-09,7,0.15730980588027785
3,59,3:59,"Indeed, the example of Jesus to Allah is like that of Adam. He created Him from dust; then He said to him, ""Be,"" and he was.",8.478858e-10,0.0,0.01131083,2.1699998e-07,0.14797708,8.7121144e-08,1.9312731e-09,0.79252696,1.1225197e-11,0.048185017,1.4054946e-15,1.5537661e-07,7,0.6638581664144448
3,60,3:60,"The truth is from your Lord, so do not be among the doubters.",1.3119724e-12,0.0,0.027585803,1.8783446e-06,2.8210418e-06,1.7515696e-08,4.89146e-06,0.2768607,7.936977e-09,0.6955394,1.922426e-14,3.6203833e-06,9,0.7072956362434045
3,61,3:61,"Then whoever argues with you about it after [this] knowledge has come to you - say, ""Come, let us call our sons and your sons, our women and your women, ourselves and yourselves, then supplicate earnestly [together] and invoke the curse of Allah upon the liars [among us].""",4.88665e-13,0.0,0.00024405915,0.105740726,8.277508e-05,5.8053296e-10,8.960467e-06,0.35295582,0.54071635,0.00025159135,1.1224775e-25,1.0249829e-10,8,0.942609654490007
3,62,3:62,"Indeed, this is the true narration. And there is no deity except Allah. And indeed, Allah is the Exalted in Might, the Wise.",8.493408e-14,0.0,0.00086367526,3.2824648e-08,0.8736741,1.3059576e-09,2.6220567e-07,0.123851895,5.1603632e-14,0.0016078192,7.0059855e-17,3.5568112e-06,4,0.39315814166959806
3,63,3:63,"But if they turn away, then indeed - Allah is Knowing of the corrupters.",4.4685967e-07,0.0,0.0013520459,7.2432873e-09,1.8150274e-06,3.7951073e-09,6.1133154e-10,0.99834967,4.8511345e-14,0.00029673328,6.370127e-23,6.25295e-08,7,0.013022825855166672
3,64,3:64,"Say, ""O People of the Scripture, come to a word that is equitable between us and you - that we will not worship except Allah and not associate anything with Him and not take one another as lords instead of Allah."" But if they turn away, then say, ""Bear witness that we are Muslims [submitting to Him].""",2.0039214e-16,0.0,4.0177253e-09,6.591665e-17,3.8393605e-16,5.402565e-16,3.4306264e-14,7.847295e-08,1.0,6.2796714e-09,1.062539e-30,2.4035928e-15,8,1.4803491133816182e-06
3,65,3:65,"O People of the Scripture, why do you argue about Abraham while the Torah and the Gospel were not revealed until after him? Then will you not reason?",2.0785791e-17,0.0,0.43735784,6.2063212e-09,1.4256697e-06,3.1628836e-10,2.1096666e-05,0.16149019,3.732747e-11,0.04604024,7.2389355e-13,0.3550869,2,1.1657670414610508
3,66,3:66,"Here you are - those who have argued about that of which you have [some] knowledge, but why do you argue about that of which you have no knowledge? And Allah knows, while you know not.",1.0670208e-12,0.0,0.0011099841,1.8613878e-08,0.022001626,4.1443915e-09,1.464794e-06,0.9767344,2.1441592e-10,0.00015088507,9.581649e-22,8.438593e-09,7,0.11586465837790992
3,67,3:67,"Abraham was neither a Jew nor a Christian, but he was one inclining toward truth, a Muslim [submitting to Allah]. And he was not of the polytheists.",5.2013627e-10,0.0,0.14070818,1.6200994e-06,8.930165e-06,2.1456023e-07,1.1741883e-05,0.84832644,1.338127e-08,0.010774688,1.4939283e-15,0.0001650631,7,0.46599436142988293
3,68,3:68,"Indeed, the most worthy of Abraham among the people are those who followed him [in submission to Allah] and this prophet, and those who believe [in his message]. And Allah is the ally of the believers.",3.6692052e-10,0.0,0.00062993856,1.6147969e-09,8.833902e-07,1.1537929e-08,1.22806565e-08,0.99301314,4.2157605e-10,0.006357108,2.4618238e-21,1.6137516e-07,7,0.04377569695020932
3,69,3:69,"A faction of the people of the Scripture wish they could mislead you. But they do not mislead except themselves, and they perceive [it] not.",8.154416e-09,0.0,0.02946199,2.426025e-06,1.3310773e-06,9.121828e-08,1.1865329e-08,0.014433863,3.1765178e-13,0.956094,8.2671554e-13,7.2933994e-06,9,0.20808178569670896
3,70,3:70,"O People of the Scripture, why do you disbelieve in the verses of Allah while you witness [to their truth]?",1.1637732e-17,0.0,0.00092525326,9.900286e-09,4.0176717e-05,2.100002e-10,4.7924562e-08,0.99887913,4.569357e-12,0.00015101348,1.8855658e-22,5.5179407e-06,7,0.009386660082998101
3,71,3:71,"O People of the Scripture, why do you confuse the truth with falsehood and conceal the truth while you know [it]?",1.5515682e-15,0.0,0.77341837,4.313585e-07,4.122791e-08,1.1428194e-09,7.190409e-07,0.14757344,9.788584e-13,0.07900665,1.1689597e-12,8.1028566e-07,2,0.681654813278713
3,72,3:72,"And a faction of the People of the Scripture say [to each other], ""Believe in that which was revealed to the believers at the beginning of the day and reject it at its end that perhaps they will abandon their religion,",1.36794345e-08,0.0,0.0026633635,8.198742e-08,5.357889e-07,2.1345636e-08,4.46976e-05,0.013972073,7.6021275e-13,0.9832429,4.9124235e-13,7.708513e-05,9,0.09326261233855024
3,73,3:73,"And do not trust except those who follow your religion."" Say, ""Indeed, the [true] guidance is the guidance of Allah. [Do you fear] lest someone be given [knowledge] like you were given or that they would [thereby] argue with you before your Lord?"" Say, ""Indeed, [all] bounty is in the hand of Allah - He grants it to whom He wills. And Allah is all-Encompassing and Wise.""",7.540616e-11,0.0,0.00054040615,1.3859552e-07,3.170302e-09,3.28902e-08,9.432336e-09,0.10943033,0.8899106,0.00011801434,6.035311e-28,2.19149e-12,8,0.351041081024445
3,74,3:74,He selects for His mercy whom He wills. And Allah is the possessor of great bounty.,6.4429205e-11,0.0,0.030900525,1.5847068e-08,0.00014494818,6.1210053e-06,2.0848973e-05,0.9425288,4.618476e-13,0.026402405,3.5861903e-18,1.3025672e-12,7,0.2607616949090822
3,75,3:75,"And among the People of the Scripture is he who, if you entrust him with a great amount [of wealth], he will return it to you. And among them is he who, if you entrust him with a [single] silver coin, he will not return it to you unless you are constantly standing over him [demanding it]. That is because they say, ""There is no blame upon us concerning the unlearned."" And they speak untruth about Allah while they know [it].",1.5869002e-11,0.0,0.0015349059,6.837226e-08,8.960427e-07,3.3605514e-07,5.072684e-09,0.9971431,1.7412077e-11,0.0013209627,1.03964476e-23,3.0217473e-07,7,0.021578351522653586
3,76,3:76,"But yes, whoever fulfills his commitment and fears Allah - then indeed, Allah loves those who fear Him.",1.5380882e-11,0.0,0.008257962,2.1630174e-06,7.232057e-07,2.8256704e-08,6.8596856e-10,0.98976076,2.9334623e-15,0.0019821376,2.4969699e-21,9.653824e-13,7,0.062171533241588195
3,77,3:77,"Indeed, those who exchange the covenant of Allah and their [own] oaths for a small price will have no share in the Hereafter, and Allah will not speak to them or look at them on the Day of Resurrection, nor will He purify them; and they will have a painful punishment.",1.0784805e-09,0.0,0.3504149,3.8563905e-07,3.969177e-08,4.401334e-06,3.6617578e-07,0.014439976,4.7011865e-12,0.6351394,1.5229665e-11,9.730906e-07,9,0.7170274373084355
3,78,3:78,"And indeed, there is among them a party who alter the Scripture with their tongues so you may think it is from the Scripture, but it is not from the Scripture. And they say, ""This is from Allah,"" but it is not from Allah. And they speak untruth about Allah while they know.",4.409793e-11,0.0,0.000534204,6.5393294e-07,2.2789676e-08,1.2637476e-07,2.3438745e-10,0.99858576,7.408708e-13,0.000879424,2.2399009e-21,4.587268e-08,7,0.011638666575636529
3,79,3:79,"It is not for a human [prophet] that Allah should give him the Scripture and authority and prophethood and then he would say to the people, ""Be servants to me rather than Allah,"" but [instead, he would say], ""Be pious scholars of the Lord because of what you have taught of the Scripture and because of what you have studied.""",1.5567159e-13,0.0,0.0010244511,2.543643e-08,1.3801886e-07,3.9117028e-13,5.5409693e-08,0.99825436,1.2245946e-08,0.00071657484,3.0925443e-22,6.832719e-07,7,0.013998238945880313
3,80,3:80,Nor could he order you to take the angels and prophets as lords. Would he order you to disbelief after you had been Muslims?,4.2614676e-11,0.0,0.003968173,4.701227e-10,1.5116599e-07,2.3838684e-08,7.8182524e-08,0.9919001,7.554555e-10,0.004128829,3.888622e-23,9.064035e-09,7,0.05267938683713503
3,81,3:81,"And [recall, O People of the Scripture], when Allah took the covenant of the prophets, [saying], ""Whatever I give you of the Scripture and wisdom and then there comes to you a messenger confirming what is with you, you [must] believe in him and support him."" [Allah] said, ""Have you acknowledged and taken upon that My commitment?"" They said, ""We have acknowledged it."" He said, ""Then bear witness, and I am with you among the witnesses.""",3.297737e-09,0.0,6.893306e-05,2.4458242e-08,1.813747e-06,1.2743014e-06,1.1953014e-07,0.99963766,1.3812135e-10,0.0002625754,3.4051548e-26,2.7425956e-05,7,0.0035194988271244924
3,82,3:82,And whoever turned away after that - they were the defiantly disobedient.,2.3955995e-09,0.0,0.99981695,1.908118e-09,5.425625e-12,5.1399038e-17,1.7584156e-11,4.029478e-11,3.025192e-17,0.00013854499,3.809286e-05,3.4854095e-06,2,0.0018454081328794357
3,83,3:83,"So is it other than the religion of Allah they desire, while to Him have submitted [all] those within the heavens and earth, willingly or by compulsion, and to Him they will be returned?",8.591887e-14,0.0,0.00044061764,2.2248499e-09,1.0041374e-05,1.7562454e-09,9.382489e-09,0.9993517,1.0711111e-12,0.000197401,6.2182005e-22,2.200716e-10,7,0.0058526155597090354
3,84,3:84,"Say, ""We have believed in Allah and in what was revealed to us and what was revealed to Abraham, Ishmael, Isaac, Jacob, and the Descendants, and in what was given to Moses and Jesus and to the prophets from their Lord. We make no distinction between any of them, and we are Muslims [submitting] to Him.""",3.873102e-18,0.0,9.5113236e-08,1.8367303e-14,2.1555975e-12,1.8490468e-14,6.7746204e-11,1.3293876e-06,1.0,2.6784157e-08,6.2920347e-27,1.8806027e-14,8,1.999428091312543e-05
3,85,3:85,"And whoever desires other than Islam as religion - never will it be accepted from him, and he, in the Hereafter, will be among the losers.",1.370063e-09,0.0,0.00021973337,2.4408262e-10,3.8684726e-07,1.1614895e-09,3.6590214e-07,0.99975586,1.7329908e-11,2.2736915e-05,1.7350818e-25,3.879561e-12,7,0.002349230932532746
3,86,3:86,How shall Allah guide a people who disbelieved after their belief and had witnessed that the Messenger is true and clear signs had come to them? And Allah does not guide the wrongdoing people.,1.5072901e-06,0.0,0.09079745,7.136623e-09,1.10608314e-10,1.6932297e-08,6.333422e-07,0.79954153,9.675046e-08,0.10965723,1.6658822e-19,2.1336927e-08,7,0.6391227259954233
3,87,3:87,"Those - their recompense will be that upon them is the curse of Allah and the angels and the people, all together,",1.2255024e-06,0.0,0.00091699575,2.4352588e-07,6.5786644e-06,0.010227843,0.0010149908,0.8927905,3.324736e-13,0.095040634,8.2565356e-20,1.293799e-09,7,0.38529836750788854
3,88,3:88,"Abiding eternally therein. The punishment will not be lightened for them, nor will they be reprieved.",1.297786e-12,0.0,0.006604549,1.5554011e-09,5.6073404e-05,0.00087485666,6.8367336e-07,9.450718e-06,1.2810526e-12,0.9924527,8.482667e-12,3.171932e-11,9,0.0475018109169569
3,89,3:89,"Except for those who repent after that and correct themselves. For indeed, Allah is Forgiving and Merciful.",8.751834e-20,0.0,1.5704546e-10,1.7704137e-14,8.312145e-15,1.0,4.6170416e-16,2.5744011e-09,2.8975745e-21,4.3724743e-10,5.39222e-27,8.755345e-19,5,6.410478084227348e-08
3,90,3:90,"Indeed, those who reject the message after their belief and then increase in disbelief - never will their [claimed] repentance be accepted, and they are the ones astray.",8.296304e-08,0.0,0.0048566433,5.259263e-10,8.325617e-11,0.7809308,7.006121e-09,0.0088098245,4.757313e-11,0.20540038,2.0283632e-16,8.2955e-11,5,0.5857681948554394
3,91,3:91,"Indeed, those who disbelieve and die while they are disbelievers - never would the [whole] capacity of the earth in gold be accepted from one of them if he would [seek to] ransom himself with it. For those there will be a painful punishment, and they will have no helpers.",2.6382328e-05,0.0,0.03300757,8.1001295e-09,1.409028e-06,4.337142e-09,4.2998643e-08,0.00014421354,1.5127939e-10,0.9668182,2.0072786e-10,1.4914843e-09,9,0.146788089921741
3,92,3:92,"Never will you attain the good [reward] until you spend [in the way of Allah] from that which you love. And whatever you spend - indeed, Allah is Knowing of it.",6.76997e-11,0.0,0.8236137,9.574269e-07,4.9839576e-07,5.134068e-08,9.439436e-07,0.0009884876,2.3630577e-12,0.17539763,4.1289524e-12,1.3414011e-11,2,0.4720140029317277
3,93,3:93,"All food was lawful to the Children of Israel except what Israel had made unlawful to himself before the Torah was revealed. Say, [O Muhammad], ""So bring the Torah and recite it, if you should be truthful.""",7.989905e-14,0.0,0.4653484,7.8668975e-08,5.818263e-07,3.3078165e-09,6.096279e-07,0.5259709,2.3259195e-09,0.0028491109,1.0036364e-11,0.0058308514,7,0.7406320595253397
3,94,3:94,And whoever invents about Allah untruth after that - then those are [truly] the wrongdoers.,3.6845216e-10,0.0,0.0011193685,3.7770727e-07,0.00201475,7.8368595e-07,4.9437226e-06,0.99680835,1.2019903e-08,5.0815648e-05,5.712016e-24,9.502756e-10,7,0.023878406721212095
3,95,3:95,"Say, ""Allah has told the truth. So follow the religion of Abraham, inclining toward truth; and he was not of the polytheists.""",1.4719541e-19,0.0,1.1365057e-11,9.617089e-16,1.2458263e-15,2.5118485e-18,1.3824007e-16,1.1364895e-09,1.0,4.512403e-12,5.4161115e-35,4.9155597e-18,8,2.4031701975155323e-08
3,96,3:96,"Indeed, the first House [of worship] established for mankind was that at Makkah - blessed and a guidance for the worlds.",7.491052e-09,0.0,0.34673166,3.508407e-06,0.040425062,4.269427e-10,3.095116e-08,0.00031412978,1.3582179e-11,0.61249214,7.46698e-07,3.4891225e-05,9,0.8001579909648139
3,97,3:97,"In it are clear signs [such as] the standing place of Abraham. And whoever enters it shall be safe. And [due] to Allah from the people is a pilgrimage to the House - for whoever is able to find thereto a way. But whoever disbelieves - then indeed, Allah is free from need of the worlds.",2.399995e-05,0.0,0.052855924,1.0488482e-05,0.8100533,1.1721082e-11,2.5648757e-07,0.06830886,4.6185507e-11,0.068749085,3.591948e-14,1.6094168e-08,4,0.6938108599420513
3,98,3:98,"Say, ""O People of the Scripture, why do you disbelieve in the verses of Allah while Allah is Witness over what you do?""",1.1828455e-15,0.0,1.7114392e-07,1.4711925e-09,8.1408554e-11,6.440909e-10,5.2809094e-12,6.323025e-05,0.99993515,5.776532e-07,4.401496e-31,6.4396805e-10,8,0.0006872272209102853
3,99,3:99,"Say, ""O People of the Scripture, why do you avert from the way of Allah those who believe, seeking to make it [seem] deviant, while you are witnesses [to the truth]? And Allah is not unaware of what you do.""",1.7240163e-19,0.0,1.9800372e-10,2.6201775e-14,1.1937747e-15,1.4608748e-16,1.6584923e-15,4.473282e-09,1.0,1.8729888e-10,7.229534e-33,8.97468e-17,8,9.483966415152225e-08
3,100,3:100,"O you who have believed, if you obey a party of those who were given the Scripture, they would turn you back, after your belief, [to being] unbelievers.",2.2612735e-10,0.0,0.007593037,3.8578915e-07,3.420675e-10,6.398162e-07,1.9503615e-07,0.021416092,4.112577e-10,0.9709874,9.4109934e-15,3.9331285e-06,9,0.14802759378481398
3,101,3:101,And how could you disbelieve while to you are being recited the verses of Allah and among you is His Messenger? And whoever holds firmly to Allah has [indeed] been guided to a straight path.,1.0814126e-11,0.0,0.00051647215,1.36371785e-08,1.3274821e-06,9.184052e-07,2.9086797e-08,0.99710506,8.906663e-12,0.0023743724,3.0835914e-22,4.8325295e-09,7,0.021179617690143246
3,102,3:102,"O you who have believed, fear Allah as He should be feared and do not die except as Muslims [in submission to Him].",3.7423635e-15,0.0,1.9944608e-05,1.5657349e-10,2.4925055e-07,9.804401e-11,3.883493e-08,0.9999427,8.93914e-11,3.6159683e-05,6.164881e-26,1.3255703e-12,7,0.0006474159743797144
3,103,3:103,"And hold firmly to the rope of Allah all together and do not become divided. And remember the favor of Allah upon you - when you were enemies and He brought your hearts together and you became, by His favor, brothers. And you were on the edge of a pit of the Fire, and He saved you from it. Thus does Allah make clear to you His verses that you may be guided.",8.774191e-14,0.0,0.0065749865,2.78256e-10,1.0678576e-08,3.074027e-10,4.781719e-08,0.9906522,2.3153295e-11,0.0027707804,2.3225517e-23,9.510153e-10,7,0.058657000579004255
3,104,3:104,"And let there be [arising] from you a nation inviting to [all that is] good, enjoining what is right and forbidding what is wrong, and those will be the successful.",9.015177e-08,0.0,0.28072116,9.0450385e-09,0.0001643782,7.988738e-09,1.5003374e-06,2.1281745e-07,2.0666333e-09,0.71911436,1.9230562e-07,4.749919e-09,9,0.5952039546113257
3,105,3:105,And do not be like the ones who became divided and differed after the clear proofs had come to them. And those will have a great punishment.,7.509233e-13,0.0,0.012242339,2.3963936e-10,2.6518921e-07,8.69796e-10,0.0012068129,0.9743193,6.83397e-07,0.012232722,2.3496369e-20,5.092194e-07,7,0.14124849333321016
3,106,3:106,"On the Day [some] faces will turn white and [some] faces will turn black. As for those whose faces turn black, [to them it will be said], ""Did you disbelieve after your belief? Then taste the punishment for what you used to reject.""",0.00035333648,0.0,0.063884474,1.7710211e-07,8.65795e-07,1.4691518e-08,0.20531419,0.00031370347,5.084973e-07,0.7301323,7.3104665e-08,1.11524905e-07,9,0.7357945991535184
3,107,3:107,"But as for those whose faces will turn white, [they will be] within the mercy of Allah. They will abide therein eternally.",4.1041535e-06,0.0,0.018460276,0.00033527843,0.0002958799,0.00013111072,0.0005617899,0.8215114,1.1525073e-10,0.15869932,1.3270224e-12,3.3579994e-08,7,0.5378524300528164
3,108,3:108,"These are the verses of Allah. We recite them to you, [O Muhammad], in truth; and Allah wants no injustice to the worlds.",2.7124406e-07,0.0,0.04886285,0.0001287348,0.0002052348,1.6791064e-06,3.208891e-05,0.8132548,1.6591917e-11,0.13751687,2.4227056e-13,3.1749132e-09,7,0.5917017903531235
3,109,3:109,To Allah belongs whatever is in the heavens and whatever is on the earth. And to Allah will [all] matters be returned.,1.7422348e-14,0.0,0.002709447,5.2651244e-10,0.9971583,1.2294572e-09,3.0986907e-11,1.0793459e-07,4.665762e-18,0.00013295613,1.2844065e-09,1.404372e-11,4,0.020041733768372254
3,110,3:110,"You are the best nation produced [as an example] for mankind. You enjoin what is right and forbid what is wrong and believe in Allah. If only the People of the Scripture had believed, it would have been better for them. Among them are believers, but most of them are defiantly disobedient.",1.5013042e-07,0.0,0.112409376,1.8510384e-05,0.0029234258,1.7862932e-08,7.23462e-08,0.81174845,2.62712e-09,0.07285489,2.705308e-16,4.7241243e-05,7,0.6235470810323057
3,111,3:111,"They will not harm you except for [some] annoyance. And if they fight you, they will show you their backs; then they will not be aided.",1.1897013e-15,0.0,0.9979117,1.0972651e-12,3.110276e-09,1.0178982e-12,7.659769e-12,5.5427446e-08,2.4535917e-14,0.0011088372,0.0009767925,1.3048792e-13,2,0.016402513477301754
3,112,3:112,"They have been put under humiliation [by Allah] wherever they are overtaken, except for a covenant from Allah and a rope from the Muslims. And they have drawn upon themselves anger from Allah and have been put under destitution. That is because they disbelieved in the verses of Allah and killed the prophets without right. That is because they disobeyed and [habitually] transgressed.",1.4168947e-10,0.0,0.011629433,1.0986409e-08,3.5219887e-07,2.4177274e-07,9.854477e-07,0.9626376,3.6407467e-11,0.025719266,1.0454909e-16,8.852967e-06,7,0.1827270834270936
3,113,3:113,"They are not [all] the same; among the People of the Scripture is a community standing [in obedience], reciting the verses of Allah during periods of the night and prostrating [in prayer].",6.4050985e-14,0.0,0.16191335,1.5892056e-07,2.1118245e-05,6.156138e-11,0.0003028318,0.79962087,2.8131026e-12,0.03805472,1.36766995e-11,8.9698064e-05,7,0.6015139335909174
3,114,3:114,"They believe in Allah and the Last Day, and they enjoin what is right and forbid what is wrong and hasten to good deeds. And those are among the righteous.",1.3294326e-07,0.0,0.24681303,8.4316454e-08,0.0029212853,2.0932239e-06,6.5609136e-08,0.11739131,1.1499452e-13,0.6328756,5.5268083e-14,1.6756475e-10,9,0.9034113041882108
3,115,3:115,And whatever good they do - never will it be removed from them. And Allah is Knowing of the righteous.,5.0300934e-11,0.0,0.00582925,2.4390042e-08,1.1575679e-06,0.00029147498,1.652334e-09,0.9875431,1.00871724e-13,0.006338559,7.10154e-23,1.3102233e-10,7,0.0768388603658156
3,116,3:116,"Indeed, those who disbelieve - never will their wealth or their children avail them against Allah at all, and those are the companions of the Fire; they will abide therein eternally.",1.4726805e-09,0.0,0.023460576,0.0003159107,1.7455017e-06,3.9002464e-12,1.2340068e-07,0.9604808,5.574261e-13,0.015739636,2.5121035e-21,1.5992069e-10,7,0.19467772166553818
3,117,3:117,"The example of what they spend in this worldly life is like that of a wind containing frost which strikes the harvest of a people who have wronged themselves and destroys it. And Allah has not wronged them, but they wrong themselves.",3.5992676e-09,0.0,0.019754883,4.3981454e-06,0.0029267063,0.00016965823,2.752646e-06,0.9008299,2.952531e-11,0.076314,2.259025e-16,2.5155603e-10,7,0.38659152255931606
3,118,3:118,"O you who have believed, do not take as intimates those other than yourselves, for they will not spare you [any] ruin. They wish you would have hardship. Hatred has already appeared from their mouths, and what their breasts conceal is greater. We have certainly made clear to you the signs, if you will use reason.",1.5087777e-09,0.0,8.44292e-06,0.99996185,1.9358803e-12,8.578816e-15,3.475471e-10,4.796391e-07,9.528468e-15,2.7251584e-05,2.0601009e-16,1.4281338e-16,3,0.0004302202681262088
3,119,3:119,"Here you are loving them but they are not loving you, while you believe in the Scripture - all of it. And when they meet you, they say, ""We believe."" But when they are alone, they bite their fingertips at you in rage. Say, ""Die in your rage. Indeed, Allah is Knowing of that within the breasts.""",1.3393821e-10,0.0,0.00037278794,0.987385,1.166886e-08,1.847918e-07,5.7680233e-10,0.012224139,6.239324e-07,1.5894982e-05,4.562865e-25,2.6446737e-11,3,0.06950502984222301
3,120,3:120,"If good touches you, it distresses them; but if harm strikes you, they rejoice at it. And if you are patient and fear Allah, their plot will not harm you at all. Indeed, Allah is encompassing of what they do.",5.453673e-07,0.0,0.2285732,8.459474e-10,3.2398341e-07,2.9107216e-08,8.7456415e-09,0.75588846,2.5144582e-09,0.015538353,7.6567146e-16,6.7869105e-10,7,0.6136170014946799
3,121,3:121,"And [remember] when you, [O Muhammad], left your family in the morning to post the believers at their stations for the battle [of Uhud] - and Allah is Hearing and Knowing -",6.017315e-12,0.0,0.002490676,1.0731582e-08,9.676597e-08,8.495731e-09,0.00055457174,0.9959646,7.368938e-13,0.0009915164,2.2250496e-20,4.1049594e-10,7,0.029976689221945175
3,122,3:122,"When two parties among you were about to lose courage, but Allah was their ally; and upon Allah the believers should rely.",8.945052e-16,0.0,0.33937475,9.857627e-09,3.7613837e-08,4.745495e-11,0.0073150326,0.45358476,7.260569e-11,0.19972286,3.407919e-13,7.3810256e-08,7,1.0830319247987603
3,123,3:123,And already had Allah given you victory at [the battle of] Badr while you were few in number. Then fear Allah; perhaps you will be grateful.,6.5282524e-10,0.0,0.14099617,5.92907e-11,2.3565091e-08,3.0959157e-10,2.0509842e-06,0.84326094,4.197261e-09,0.015736755,2.646785e-17,3.9156558e-07,7,0.48534114239866616
3,124,3:124,"[Remember] when you said to the believers, ""Is it not sufficient for you that your Lord should reinforce you with three thousand angels sent down?",1.9243104e-15,0.0,0.42944217,5.828279e-08,1.3285707e-07,3.9771496e-08,4.8255135e-08,0.002516673,4.4306846e-11,0.56804234,5.532889e-12,1.9863508e-06,9,0.6993479217109607
3,125,3:125,"Yes, if you remain patient and conscious of Allah and the enemy come upon you [attacking] in rage, your Lord will reinforce you with five thousand angels having marks [of distinction]",1.0087929e-08,0.0,0.096162766,1.3554184e-10,2.9604219e-06,4.7178115e-09,2.5816702e-08,0.8953007,1.595897e-11,0.008532654,4.48947e-17,8.5530354e-07,7,0.3649006603100518
3,126,3:126,"And Allah made it not except as [a sign of] good tidings for you and to reassure your hearts thereby. And victory is not except from Allah, the Exalted in Might, the Wise -",2.1447371e-05,0.0,0.7972026,1.5343072e-05,0.00016844971,7.6477144e-11,0.0034501872,0.028475586,1.4357622e-12,0.17066397,1.9803412e-08,4.2975362e-08,2,0.6051889488644181
3,127,3:127,That He might cut down a section of the disbelievers or suppress them so that they turn back disappointed.,2.7963135e-06,0.0,0.46507865,1.9468743e-08,1.5088945e-07,4.7320303e-10,1.71351e-07,0.004651811,3.6243363e-13,0.53027004,4.3877606e-11,2.0551867e-09,9,0.7174509351770254
3,128,3:128,"Not for you, [O Muhammad, but for Allah], is the decision whether He should [cut them down] or forgive them or punish them, for indeed, they are wrongdoers.",1.5804257e-09,0.0,0.0395275,6.657685e-06,2.3714912e-05,0.0021801603,1.2002962e-06,0.9323301,4.265803e-07,0.025929295,1.5048596e-14,3.0799896e-10,7,0.30144971185105446
3,129,3:129,And to Allah belongs whatever is in the heavens and whatever is on the earth. He forgives whom He wills and punishes whom He wills. And Allah is Forgiving and Merciful.,2.4746745e-15,0.0,1.6825246e-05,3.901156e-11,0.03480713,0.9651378,2.8767486e-13,7.422337e-07,1.7364852e-18,3.9331753e-05,3.341768e-17,3.7238526e-14,5,0.15172174984736417
3,130,3:130,"O you who have believed, do not consume usury, doubled and multiplied, but fear Allah that you may be successful.",1.3825208e-10,0.0,0.34620827,8.0891536e-05,1.7289418e-05,4.3414463e-09,6.802342e-07,0.6430479,4.6429277e-11,0.0106471265,9.875318e-16,3.7861406e-10,7,0.7004827763743062
3,131,3:131,"And fear the Fire, which has been prepared for the disbelievers.",2.6013003e-10,0.0,0.10457661,1.4595884e-08,2.6081503e-07,2.9199464e-12,1.9805331e-05,0.021934332,3.9863196e-10,0.8734674,1.764834e-10,2.5266225e-08,9,0.4382851339037045
3,132,3:132,And obey Allah and the Messenger that you may obtain mercy.,3.746201e-10,0.0,0.008391462,9.756732e-08,1.3194376e-09,5.5542463e-05,9.6474054e-08,0.98207325,1.6905411e-05,0.009463755,1.1138003e-20,6.223127e-10,7,0.10271779296700159
3,133,3:133,"And hasten to forgiveness from your Lord and a garden as wide as the heavens and earth, prepared for the righteous",1.0275085e-09,0.0,0.002237641,1.2540217e-09,4.139784e-06,0.015218062,3.7850216e-06,1.0550177e-09,4.960336e-10,0.98243296,0.00010440067,1.2993385e-09,9,0.09581413291323049
