audit_type,component,rank,verse_id,surah,verse,probability,translation
core_probability_ge_0.8,0,7,38:35,38,35,0.9993517,"He said, ""My Lord, forgive me and grant me a kingdom such as will not belong to anyone after me. Indeed, You are the Bestower."""
core_probability_ge_0.8,0,8,25:73,25,73,0.9993212,"And those who, when reminded of the verses of their Lord, do not fall upon them deaf and blind."
core_probability_ge_0.8,0,9,18:105,18,105,0.9992297,"Those are the ones who disbelieve in the verses of their Lord and in [their] meeting Him, so their deeds have become worthless; and We will not assign to them on the Day of Resurrection any importance."
core_probability_ge_0.8,0,10,2:129,2,129,0.9991383,"Our Lord, and send among them a messenger from themselves who will recite to them Your verses and teach them the Book and wisdom and purify them. Indeed, You are the Exalted in Might, the Wise."""
top_posterior,1,1,24:60,24,60,1.0,And women of post-menstrual age who have no desire for marriage - there is no blame upon them for putting aside their outer garments [but] not displaying adornment. But to modestly refrain [from that] is better for them. And Allah is Hearing and Knowing.
top_posterior,1,2,33:55,33,55,1.0,"There is no blame upon women concerning their fathers or their sons or their brothers or their brothers' sons or their sisters' sons or their women or those their right hands possess. And fear Allah. Indeed Allah is ever, over all things, Witness."
top_posterior,1,3,33:59,33,59,1.0,"O Prophet, tell your wives and your daughters and the women of the believers to bring down over themselves [part] of their outer garments. That is more suitable that they will be known and not be abused. And ever is Allah Forgiving and Merciful."
top_posterior,1,4,24:31,24,31,1.0,"And tell the believing women to reduce [some] of their vision and guard their private parts and not expose their adornment except that which [necessarily] appears thereof and to wrap [a portion of] their headcovers over their chests and not expose their adornment except to their husbands, their fathers, their husbands' fathers, their sons, their husbands' sons, their brothers, their brothers' sons, their sisters' sons, their women, that which their right hands possess, or those male attendants having no physical desire, or children who are not yet aware of the private aspects of women. And let them not stamp their feet to make known what they conceal of their adornment. And turn to Allah in repentance, all of you, O believers, that you might succeed."
top_posterior,1,5,4:22,4,22,1.0,"And do not marry those [women] whom your fathers married, except what has already occurred. Indeed, it was an immorality and hateful [to Allah] and was evil as a way."
top_posterior,1,6,4:19,4,19,1.0,"O you who have believed, it is not lawful for you to inherit women by compulsion. And do not make difficulties for them in order to take [back] part of what you gave them unless they commit a clear immorality. And live with them in kindness. For if you dislike them - perhaps you dislike a thing and Allah makes therein much good."
top_posterior,1,7,3:36,3,36,1.0,"But when she delivered her, she said, ""My Lord, I have delivered a female."" And Allah was most knowing of what she delivered, ""And the male is not like the female. And I have named her Mary, and I seek refuge for her in You and [for] her descendants from Satan, the expelled [from the mercy of Allah]."""
top_posterior,1,8,66:5,66,5,1.0,"Perhaps his Lord, if he divorced you [all], would substitute for him wives better than you - submitting [to Allah], believing, devoutly obedient, repentant, worshipping, and traveling - [ones] previously married and virgins."
top_posterior,1,9,33:36,33,36,1.0,"It is not for a believing man or a believing woman, when Allah and His Messenger have decided a matter, that they should [thereafter] have any choice about their affair. And whoever disobeys Allah and His Messenger has certainly strayed into clear error."
top_posterior,1,10,33:50,33,50,1.0,"O Prophet, indeed We have made lawful to you your wives to whom you have given their due compensation and those your right hand possesses from what Allah has returned to you [of captives] and the daughters of your paternal uncles and the daughters of your paternal aunts and the daughters of your maternal uncles and the daughters of your maternal aunts who emigrated with you and a believing woman if she gives herself to the Prophet [and] if the Prophet wishes to marry her, [this is] only for you, excluding the [other] believers. We certainly know what We have made obligatory upon them concerning their wives and those their right hands possess, [but this is for you] in order that there will be upon you no discomfort. And ever is Allah Forgiving and Merciful."
core_probability_ge_0.8,1,1,24:60,24,60,1.0,And women of post-menstrual age who have no desire for marriage - there is no blame upon them for putting aside their outer garments [but] not displaying adornment. But to modestly refrain [from that] is better for them. And Allah is Hearing and Knowing.
core_probability_ge_0.8,1,2,33:55,33,55,1.0,"There is no blame upon women concerning their fathers or their sons or their brothers or their brothers' sons or their sisters' sons or their women or those their right hands possess. And fear Allah. Indeed Allah is ever, over all things, Witness."
core_probability_ge_0.8,1,3,33:59,33,59,1.0,"O Prophet, tell your wives and your daughters and the women of the believers to bring down over themselves [part] of their outer garments. That is more suitable that they will be known and not be abused. And ever is Allah Forgiving and Merciful."
core_probability_ge_0.8,1,4,24:31,24,31,1.0,"And tell the believing women to reduce [some] of their vision and guard their private parts and not expose their adornment except that which [necessarily] appears thereof and to wrap [a portion of] their headcovers over their chests and not expose their adornment except to their husbands, their fathers, their husbands' fathers, their sons, their husbands' sons, their brothers, their brothers' sons, their sisters' sons, their women, that which their right hands possess, or those male attendants having no physical desire, or children who are not yet aware of the private aspects of women. And let them not stamp their feet to make known what they conceal of their adornment. And turn to Allah in repentance, all of you, O believers, that you might succeed."
core_probability_ge_0.8,1,5,4:22,4,22,1.0,"And do not marry those [women] whom your fathers married, except what has already occurred. Indeed, it was an immorality and hateful [to Allah] and was evil as a way."
core_probability_ge_0.8,1,6,4:19,4,19,1.0,"O you who have believed, it is not lawful for you to inherit women by compulsion. And do not make difficulties for them in order to take [back] part of what you gave them unless they commit a clear immorality. And live with them in kindness. For if you dislike them - perhaps you dislike a thing and Allah makes therein much good."
core_probability_ge_0.8,1,7,3:36,3,36,1.0,"But when she delivered her, she said, ""My Lord, I have delivered a female."" And Allah was most knowing of what she delivered, ""And the male is not like the female. And I have named her Mary, and I seek refuge for her in You and [for] her descendants from Satan, the expelled [from the mercy of Allah]."""
core_probability_ge_0.8,1,8,66:5,66,5,1.0,"Perhaps his Lord, if he divorced you [all], would substitute for him wives better than you - submitting [to Allah], believing, devoutly obedient, repentant, worshipping, and traveling - [ones] previously married and virgins."
core_probability_ge_0.8,1,9,33:36,33,36,1.0,"It is not for a believing man or a believing woman, when Allah and His Messenger have decided a matter, that they should [thereafter] have any choice about their affair. And whoever disobeys Allah and His Messenger has certainly strayed into clear error."
core_probability_ge_0.8,1,10,33:50,33,50,1.0,"O Prophet, indeed We have made lawful to you your wives to whom you have given their due compensation and those your right hand possesses from what Allah has returned to you [of captives] and the daughters of your paternal uncles and the daughters of your paternal aunts and the daughters of your maternal uncles and the daughters of your maternal aunts who emigrated with you and a believing woman if she gives herself to the Prophet [and] if the Prophet wishes to marry her, [this is] only for you, excluding the [other] believers. We certainly know what We have made obligatory upon them concerning their wives and those their right hands possess, [but this is for you] in order that there will be upon you no discomfort. And ever is Allah Forgiving and Merciful."
top_posterior,2,1,31:29,31,29,1.0,"Do you not see that Allah causes the night to enter the day and causes the day to enter the night and has subjected the sun and the moon, each running [its course] for a specified term, and that Allah, with whatever you do, is Acquainted?"
top_posterior,2,2,24:44,24,44,1.0,Allah alternates the night and the day. Indeed in that is a lesson for those who have vision.
top_posterior,2,3,7:187,7,187,1.0,"They ask you, [O Muhammad], about the Hour: when is its arrival? Say, ""Its knowledge is only with my Lord. None will reveal its time except Him. It lays heavily upon the heavens and the earth. It will not come upon you except unexpectedly."" They ask you as if you are familiar with it. Say, ""Its knowledge is only with Allah, but most of the people do not know."""
top_posterior,2,4,101:4,101,4,1.0,"It is the Day when people will be like moths, dispersed,"
top_posterior,2,5,33:63,33,63,1.0,"People ask you concerning the Hour. Say,"" Knowledge of it is only with Allah. And what may make you perceive? Perhaps the Hour is near."""
top_posterior,2,6,17:12,17,12,1.0,"And We have made the night and day two signs, and We erased the sign of the night and made the sign of the day visible that you may seek bounty from your Lord and may know the number of years and the account [of time]. And everything We have set out in detail."
top_posterior,2,7,42:18,42,18,1.0,"Those who do not believe in it are impatient for it, but those who believe are fearful of it and know that it is the truth. Unquestionably, those who dispute concerning the Hour are in extreme error."
top_posterior,2,8,86:9,86,9,1.0,"The Day when secrets will be put on trial,"
top_posterior,2,9,82:19,82,19,1.0,"It is the Day when a soul will not possess for another soul [power to do] a thing; and the command, that Day, is [entirely] with Allah."
top_posterior,2,10,30:17,30,17,0.9999923,So exalted is Allah when you reach the evening and when you reach the morning.
core_probability_ge_0.8,2,1,31:29,31,29,1.0,"Do you not see that Allah causes the night to enter the day and causes the day to enter the night and has subjected the sun and the moon, each running [its course] for a specified term, and that Allah, with whatever you do, is Acquainted?"
core_probability_ge_0.8,2,2,24:44,24,44,1.0,Allah alternates the night and the day. Indeed in that is a lesson for those who have vision.
core_probability_ge_0.8,2,3,7:187,7,187,1.0,"They ask you, [O Muhammad], about the Hour: when is its arrival? Say, ""Its knowledge is only with my Lord. None will reveal its time except Him. It lays heavily upon the heavens and the earth. It will not come upon you except unexpectedly."" They ask you as if you are familiar with it. Say, ""Its knowledge is only with Allah, but most of the people do not know."""
core_probability_ge_0.8,2,4,101:4,101,4,1.0,"It is the Day when people will be like moths, dispersed,"
core_probability_ge_0.8,2,5,33:63,33,63,1.0,"People ask you concerning the Hour. Say,"" Knowledge of it is only with Allah. And what may make you perceive? Perhaps the Hour is near."""
core_probability_ge_0.8,2,6,17:12,17,12,1.0,"And We have made the night and day two signs, and We erased the sign of the night and made the sign of the day visible that you may seek bounty from your Lord and may know the number of years and the account [of time]. And everything We have set out in detail."
core_probability_ge_0.8,2,7,42:18,42,18,1.0,"Those who do not believe in it are impatient for it, but those who believe are fearful of it and know that it is the truth. Unquestionably, those who dispute concerning the Hour are in extreme error."
core_probability_ge_0.8,2,8,86:9,86,9,1.0,"The Day when secrets will be put on trial,"
core_probability_ge_0.8,2,9,82:19,82,19,1.0,"It is the Day when a soul will not possess for another soul [power to do] a thing; and the command, that Day, is [entirely] with Allah."
core_probability_ge_0.8,2,10,30:17,30,17,0.9999923,So exalted is Allah when you reach the evening and when you reach the morning.
top_posterior,3,1,77:2,77,2,1.0,And the winds that blow violently
top_posterior,3,2,77:3,77,3,1.0,And [by] the winds that spread [clouds]
top_posterior,3,3,86:11,86,11,1.0,By the sky which returns [rain]
top_posterior,3,4,91:2,91,2,1.0,And [by] the moon when it follows it
top_posterior,3,5,77:10,77,10,1.0,And when the mountains are blown away
top_posterior,3,6,81:2,81,2,1.0,"And when the stars fall, dispersing,"
top_posterior,3,7,91:1,91,1,1.0,By the sun and its brightness
top_posterior,3,8,56:6,56,6,1.0,And become dust dispersing.
top_posterior,3,9,84:18,84,18,1.0,And [by] the moon when it becomes full
top_posterior,3,10,51:1,51,1,1.0,By those [winds] scattering [dust] dispersing
core_probability_ge_0.8,3,1,77:2,77,2,1.0,And the winds that blow violently
core_probability_ge_0.8,3,2,77:3,77,3,1.0,And [by] the winds that spread [clouds]
core_probability_ge_0.8,3,3,86:11,86,11,1.0,By the sky which returns [rain]
core_probability_ge_0.8,3,4,91:2,91,2,1.0,And [by] the moon when it follows it
core_probability_ge_0.8,3,5,77:10,77,10,1.0,And when the mountains are blown away
core_probability_ge_0.8,3,6,81:2,81,2,1.0,"And when the stars fall, dispersing,"
core_probability_ge_0.8,3,7,91:1,91,1,1.0,By the sun and its brightness
core_probability_ge_0.8,3,8,56:6,56,6,1.0,And become dust dispersing.
core_probability_ge_0.8,3,9,84:18,84,18,1.0,And [by] the moon when it becomes full
core_probability_ge_0.8,3,10,51:1,51,1,1.0,By those [winds] scattering [dust] dispersing
top_posterior,4,1,77:42,77,42,1.0,"And fruits from whatever they desire,"
top_posterior,4,2,6:141,6,141,1.0,"And He it is who causes gardens to grow, [both] trellised and untrellised, and palm trees and crops of different [kinds of] food and olives and pomegranates, similar and dissimilar. Eat of [each of] its fruit when it yields and give its due [zakah] on the day of its harvest. And be not excessive. Indeed, He does not like those who commit excess."
top_posterior,4,3,80:31,80,31,1.0,And fruit and grass -
top_posterior,4,4,38:51,38,51,1.0,"Reclining within them, they will call therein for abundant fruit and drink."
top_posterior,4,5,80:30,80,30,1.0,And gardens of dense shrubbery
top_posterior,4,6,80:28,80,28,1.0,And grapes and herbage
top_posterior,4,7,79:31,79,31,1.0,"He extracted from it its water and its pasture,"
top_posterior,4,8,23:19,23,19,1.0,And We brought forth for you thereby gardens of palm trees and grapevines in which for you are abundant fruits and from which you eat.
top_posterior,4,9,18:32,18,32,1.0,"And present to them an example of two men: We granted to one of them two gardens of grapevines, and We bordered them with palm trees and placed between them [fields of] crops."
top_posterior,4,10,26:134,26,134,1.0,And gardens and springs.
core_probability_ge_0.8,4,1,77:42,77,42,1.0,"And fruits from whatever they desire,"
core_probability_ge_0.8,4,2,6:141,6,141,1.0,"And He it is who causes gardens to grow, [both] trellised and untrellised, and palm trees and crops of different [kinds of] food and olives and pomegranates, similar and dissimilar. Eat of [each of] its fruit when it yields and give its due [zakah] on the day of its harvest. And be not excessive. Indeed, He does not like those who commit excess."
core_probability_ge_0.8,4,3,80:31,80,31,1.0,And fruit and grass -
core_probability_ge_0.8,4,4,38:51,38,51,1.0,"Reclining within them, they will call therein for abundant fruit and drink."
core_probability_ge_0.8,4,5,80:30,80,30,1.0,And gardens of dense shrubbery
core_probability_ge_0.8,4,6,80:28,80,28,1.0,And grapes and herbage
core_probability_ge_0.8,4,7,79:31,79,31,1.0,"He extracted from it its water and its pasture,"
core_probability_ge_0.8,4,8,23:19,23,19,1.0,And We brought forth for you thereby gardens of palm trees and grapevines in which for you are abundant fruits and from which you eat.
core_probability_ge_0.8,4,9,18:32,18,32,1.0,"And present to them an example of two men: We granted to one of them two gardens of grapevines, and We bordered them with palm trees and placed between them [fields of] crops."
core_probability_ge_0.8,4,10,26:134,26,134,1.0,And gardens and springs.
top_posterior,5,1,85:21,85,21,1.0,But this is an honored Qur'an
top_posterior,5,2,45:11,45,11,1.0,This [Qur'an] is guidance. And those who have disbelieved in the verses of their Lord will have a painful punishment of foul nature.
top_posterior,5,3,41:3,41,3,1.0,"A Book whose verses have been detailed, an Arabic Qur'an for a people who know,"
top_posterior,5,4,41:44,41,44,1.0,"And if We had made it a non-Arabic Qur'an, they would have said, ""Why are its verses not explained in detail [in our language]? Is it a foreign [recitation] and an Arab [messenger]?"" Say, ""It is, for those who believe, a guidance and cure."" And those who do not believe - in their ears is deafness, and it is upon them blindness. Those are being called from a distant place."
top_posterior,5,5,12:2,12,2,1.0,"Indeed, We have sent it down as an Arabic Qur'an that you might understand."
top_posterior,5,6,43:21,43,21,1.0,Or have We given them a book before the Qur'an to which they are adhering?
top_posterior,5,7,45:20,45,20,1.0,This [Qur'an] is enlightenment for mankind and guidance and mercy for a people who are certain [in faith].
top_posterior,5,8,43:3,43,3,1.0,"Indeed, We have made it an Arabic Qur'an that you might understand."
top_posterior,5,9,76:23,76,23,1.0,"Indeed, it is We who have sent down to you, [O Muhammad], the Qur'an progressively."
top_posterior,5,10,21:50,21,50,1.0,And this [Qur'an] is a blessed message which We have sent down. Then are you with it unacquainted?
core_probability_ge_0.8,5,1,85:21,85,21,1.0,But this is an honored Qur'an
core_probability_ge_0.8,5,2,45:11,45,11,1.0,This [Qur'an] is guidance. And those who have disbelieved in the verses of their Lord will have a painful punishment of foul nature.
core_probability_ge_0.8,5,3,41:3,41,3,1.0,"A Book whose verses have been detailed, an Arabic Qur'an for a people who know,"
core_probability_ge_0.8,5,4,41:44,41,44,1.0,"And if We had made it a non-Arabic Qur'an, they would have said, ""Why are its verses not explained in detail [in our language]? Is it a foreign [recitation] and an Arab [messenger]?"" Say, ""It is, for those who believe, a guidance and cure."" And those who do not believe - in their ears is deafness, and it is upon them blindness. Those are being called from a distant place."
core_probability_ge_0.8,5,5,12:2,12,2,1.0,"Indeed, We have sent it down as an Arabic Qur'an that you might understand."
core_probability_ge_0.8,5,6,43:21,43,21,1.0,Or have We given them a book before the Qur'an to which they are adhering?
core_probability_ge_0.8,5,7,45:20,45,20,1.0,This [Qur'an] is enlightenment for mankind and guidance and mercy for a people who are certain [in faith].
core_probability_ge_0.8,5,8,43:3,43,3,1.0,"Indeed, We have made it an Arabic Qur'an that you might understand."
core_probability_ge_0.8,5,9,76:23,76,23,1.0,"Indeed, it is We who have sent down to you, [O Muhammad], the Qur'an progressively."
core_probability_ge_0.8,5,10,21:50,21,50,1.0,And this [Qur'an] is a blessed message which We have sent down. Then are you with it unacquainted?
top_posterior,6,1,78:1,78,1,1.0,About what are they asking one another?
top_posterior,6,2,53:33,53,33,1.0,Have you seen the one who turned away
top_posterior,6,3,68:45,68,45,0.9999923,"And I will give them time. Indeed, My plan is firm."
top_posterior,6,4,56:87,56,87,0.9999923,"Bring it back, if you should be truthful?"
top_posterior,6,5,54:15,54,15,0.9999923,"And We left it as a sign, so is there any who will remember?"
top_posterior,6,6,26:198,26,198,0.9999923,And even if We had revealed it to one among the foreigners
top_posterior,6,7,69:25,69,25,0.9999923,"But as for he who is given his record in his left hand, he will say, ""Oh, I wish I had not been given my record"
top_posterior,6,8,7:183,7,183,0.9999923,"And I will give them time. Indeed, my plan is firm."
top_posterior,6,9,19:84,19,84,0.99998474,So be not impatient over them. We only count out to them a [limited] number.
top_posterior,6,10,71:6,71,6,0.99998474,But my invitation increased them not except in flight.
core_probability_ge_0.8,6,1,78:1,78,1,1.0,About what are they asking one another?
core_probability_ge_0.8,6,2,53:33,53,33,1.0,Have you seen the one who turned away
core_probability_ge_0.8,6,3,68:45,68,45,0.9999923,"And I will give them time. Indeed, My plan is firm."
core_probability_ge_0.8,6,4,56:87,56,87,0.9999923,"Bring it back, if you should be truthful?"
core_probability_ge_0.8,6,5,54:15,54,15,0.9999923,"And We left it as a sign, so is there any who will remember?"
core_probability_ge_0.8,6,6,26:198,26,198,0.9999923,And even if We had revealed it to one among the foreigners
core_probability_ge_0.8,6,7,69:25,69,25,0.9999923,"But as for he who is given his record in his left hand, he will say, ""Oh, I wish I had not been given my record"
core_probability_ge_0.8,6,8,7:183,7,183,0.9999923,"And I will give them time. Indeed, my plan is firm."
core_probability_ge_0.8,6,9,19:84,19,84,0.99998474,So be not impatient over them. We only count out to them a [limited] number.
core_probability_ge_0.8,6,10,71:6,71,6,0.99998474,But my invitation increased them not except in flight.
top_posterior,7,1,20:82,20,82,1.0,"But indeed, I am the Perpetual Forgiver of whoever repents and believes and does righteousness and then continues in guidance."
top_posterior,7,2,9:102,9,102,1.0,"And [there are] others who have acknowledged their sins. They had mixed a righteous deed with another that was bad. Perhaps Allah will turn to them in forgiveness. Indeed, Allah is Forgiving and Merciful."
top_posterior,7,3,6:54,6,54,1.0,"And when those come to you who believe in Our verses, say, ""Peace be upon you. Your Lord has decreed upon Himself mercy: that any of you who does wrong out of ignorance and then repents after that and corrects himself - indeed, He is Forgiving and Merciful."""
top_posterior,7,4,28:16,28,16,1.0,"He said, ""My Lord, indeed I have wronged myself, so forgive me,"" and He forgave him. Indeed, He is the Forgiving, the Merciful."
top_posterior,7,5,5:39,5,39,1.0,"But whoever repents after his wrongdoing and reforms, indeed, Allah will turn to him in forgiveness. Indeed, Allah is Forgiving and Merciful."
top_posterior,7,6,4:17,4,17,1.0,"The repentance accepted by Allah is only for those who do wrong in ignorance [or carelessness] and then repent soon after. It is those to whom Allah will turn in forgiveness, and Allah is ever Knowing and Wise."
top_posterior,7,7,48:14,48,14,1.0,And to Allah belongs the dominion of the heavens and the earth. He forgives whom He wills and punishes whom He wills. And ever is Allah Forgiving and Merciful.
top_posterior,7,8,9:27,9,27,1.0,Then Allah will accept repentance after that for whom He wills; and Allah is Forgiving and Merciful.
top_posterior,7,9,4:99,4,99,1.0,"For those it is expected that Allah will pardon them, and Allah is ever Pardoning and Forgiving."
top_posterior,7,10,9:117,9,117,1.0,"Allah has already forgiven the Prophet and the Muhajireen and the Ansar who followed him in the hour of difficulty after the hearts of a party of them had almost inclined [to doubt], and then He forgave them. Indeed, He was to them Kind and Merciful."
core_probability_ge_0.8,7,1,20:82,20,82,1.0,"But indeed, I am the Perpetual Forgiver of whoever repents and believes and does righteousness and then continues in guidance."
core_probability_ge_0.8,7,2,9:102,9,102,1.0,"And [there are] others who have acknowledged their sins. They had mixed a righteous deed with another that was bad. Perhaps Allah will turn to them in forgiveness. Indeed, Allah is Forgiving and Merciful."
core_probability_ge_0.8,7,3,6:54,6,54,1.0,"And when those come to you who believe in Our verses, say, ""Peace be upon you. Your Lord has decreed upon Himself mercy: that any of you who does wrong out of ignorance and then repents after that and corrects himself - indeed, He is Forgiving and Merciful."""
core_probability_ge_0.8,7,4,28:16,28,16,1.0,"He said, ""My Lord, indeed I have wronged myself, so forgive me,"" and He forgave him. Indeed, He is the Forgiving, the Merciful."
core_probability_ge_0.8,7,5,5:39,5,39,1.0,"But whoever repents after his wrongdoing and reforms, indeed, Allah will turn to him in forgiveness. Indeed, Allah is Forgiving and Merciful."
core_probability_ge_0.8,7,6,4:17,4,17,1.0,"The repentance accepted by Allah is only for those who do wrong in ignorance [or carelessness] and then repent soon after. It is those to whom Allah will turn in forgiveness, and Allah is ever Knowing and Wise."
core_probability_ge_0.8,7,7,48:14,48,14,1.0,And to Allah belongs the dominion of the heavens and the earth. He forgives whom He wills and punishes whom He wills. And ever is Allah Forgiving and Merciful.
core_probability_ge_0.8,7,8,9:27,9,27,1.0,Then Allah will accept repentance after that for whom He wills; and Allah is Forgiving and Merciful.
core_probability_ge_0.8,7,9,4:99,4,99,1.0,"For those it is expected that Allah will pardon them, and Allah is ever Pardoning and Forgiving."
core_probability_ge_0.8,7,10,9:117,9,117,1.0,"Allah has already forgiven the Prophet and the Muhajireen and the Ansar who followed him in the hour of difficulty after the hearts of a party of them had almost inclined [to doubt], and then He forgave them. Indeed, He was to them Kind and Merciful."
top_posterior,8,1,14:32,14,32,1.0,It is Allah who created the heavens and the earth and sent down rain from the sky and produced thereby some fruits as provision for you and subjected for you the ships to sail through the sea by His command and subjected for you the rivers.
top_posterior,8,2,4:126,4,126,1.0,"And to Allah belongs whatever is in the heavens and whatever is on the earth. And ever is Allah, of all things, encompassing."
top_posterior,8,3,65:12,65,12,1.0,"It is Allah who has created seven heavens and of the earth, the like of them. [His] command descends among them so you may know that Allah is over all things competent and that Allah has encompassed all things in knowledge."
top_posterior,8,4,82:7,82,7,0.9999923,"Who created you, proportioned you, and balanced you?"
top_posterior,8,5,62:1,62,1,0.9999923,"Whatever is in the heavens and whatever is on the earth is exalting Allah, the Sovereign, the Pure, the Exalted in Might, the Wise."
top_posterior,8,6,2:29,2,29,0.9999923,"It is He who created for you all of that which is on the earth. Then He directed Himself to the heaven, [His being above all creation], and made them seven heavens, and He is Knowing of all things."
top_posterior,8,7,56:59,56,59,0.99998474,"Is it you who creates it, or are We the Creator?"
top_posterior,8,8,57:4,57,4,0.9999809,"It is He who created the heavens and earth in six days and then established Himself above the Throne. He knows what penetrates into the earth and what emerges from it and what descends from the heaven and what ascends therein; and He is with you wherever you are. And Allah, of what you do, is Seeing."
top_posterior,8,9,31:11,31,11,0.99997705,"This is the creation of Allah. So show Me what those other than Him have created. Rather, the wrongdoers are in clear error."
top_posterior,8,10,16:77,16,77,0.99997336,"And to Allah belongs the unseen [aspects] of the heavens and the earth. And the command for the Hour is not but as a glance of the eye or even nearer. Indeed, Allah is over all things competent."
core_probability_ge_0.8,8,1,14:32,14,32,1.0,It is Allah who created the heavens and the earth and sent down rain from the sky and produced thereby some fruits as provision for you and subjected for you the ships to sail through the sea by His command and subjected for you the rivers.
core_probability_ge_0.8,8,2,4:126,4,126,1.0,"And to Allah belongs whatever is in the heavens and whatever is on the earth. And ever is Allah, of all things, encompassing."
core_probability_ge_0.8,8,3,65:12,65,12,1.0,"It is Allah who has created seven heavens and of the earth, the like of them. [His] command descends among them so you may know that Allah is over all things competent and that Allah has encompassed all things in knowledge."
core_probability_ge_0.8,8,4,82:7,82,7,0.9999923,"Who created you, proportioned you, and balanced you?"
core_probability_ge_0.8,8,5,62:1,62,1,0.9999923,"Whatever is in the heavens and whatever is on the earth is exalting Allah, the Sovereign, the Pure, the Exalted in Might, the Wise."
core_probability_ge_0.8,8,6,2:29,2,29,0.9999923,"It is He who created for you all of that which is on the earth. Then He directed Himself to the heaven, [His being above all creation], and made them seven heavens, and He is Knowing of all things."
core_probability_ge_0.8,8,7,56:59,56,59,0.99998474,"Is it you who creates it, or are We the Creator?"
core_probability_ge_0.8,8,8,57:4,57,4,0.9999809,"It is He who created the heavens and earth in six days and then established Himself above the Throne. He knows what penetrates into the earth and what emerges from it and what descends from the heaven and what ascends therein; and He is with you wherever you are. And Allah, of what you do, is Seeing."
core_probability_ge_0.8,8,9,31:11,31,11,0.99997705,"This is the creation of Allah. So show Me what those other than Him have created. Rather, the wrongdoers are in clear error."
core_probability_ge_0.8,8,10,16:77,16,77,0.99997336,"And to Allah belongs the unseen [aspects] of the heavens and the earth. And the command for the Hour is not but as a glance of the eye or even nearer. Indeed, Allah is over all things competent."
top_posterior,9,1,41:9,41,9,1.0,"Say, ""Do you indeed disbelieve in He who created the earth in two days and attribute to Him equals? That is the Lord of the worlds."""
top_posterior,9,2,40:66,40,66,1.0,"Say, [O Muhammad], ""Indeed, I have been forbidden to worship those you call upon besides Allah once the clear proofs have come to me from my Lord, and I have been commanded to submit to the Lord of the worlds."""
top_posterior,9,3,18:110,18,110,1.0,"Say, ""I am only a man like you, to whom has been revealed that your god is one God. So whoever would hope for the meeting with his Lord - let him do righteous work and not associate in the worship of his Lord anyone."""
top_posterior,9,4,17:107,17,107,1.0,"Say, ""Believe in it or do not believe. Indeed, those who were given knowledge before it - when it is recited to them, they fall upon their faces in prostration,"
top_posterior,9,5,2:139,2,139,1.0,"Say, [O Muhammad], ""Do you argue with us about Allah while He is our Lord and your Lord? For us are our deeds, and for you are your deeds. And we are sincere [in deed and intention] to Him."""
top_posterior,9,6,21:108,21,108,1.0,"Say, ""It is only revealed to me that your god is but one God; so will you be Muslims [in submission to Him]?"""
top_posterior,9,7,23:88,23,88,1.0,"Say, ""In whose hand is the realm of all things - and He protects while none can protect against Him - if you should know?"""
